# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# H2O - 10 K
# http://www.astrochem.org/data/H2O.php

Freq.	%T,10K	Freq. 	n, 10K	k, 10K
#(cm-1)			(cm-1)
1172.3	99.700	2295.0	1.3459	0.010700
1173.3	99.700	2296.9	1.3458	0.010700
1174.3	99.700	2298.8	1.3457	0.010700
1175.2	99.700	2300.8	1.3461	0.010700
1176.2	99.700	2302.7	1.3459	0.010700
1177.1	99.700	2304.6	1.3457	0.010700
1178.1	99.700	2306.5	1.3456	0.0099000
1179.1	99.700	2308.5	1.3464	0.0099000
1180.0	99.700	2310.4	1.3464	0.0099000
1181.0	99.700	2312.3	1.3463	0.0098000
1182.0	99.700	2314.3	1.3468	0.0098000
1182.9	99.700	2316.2	1.3467	0.0098000
1183.9	99.700	2318.1	1.3466	0.0098000
1184.9	99.600	2320.1	1.3470	0.0098000
1185.8	99.700	2322.0	1.3468	0.0098000
1186.8	99.700	2323.9	1.3467	0.0098000
1187.8	99.600	2325.8	1.3466	0.0089999
1188.7	99.700	2327.8	1.3473	0.0089999
1189.7	99.700	2329.7	1.3473	0.0089999
1190.6	99.600	2331.6	1.3473	0.0089999
1191.6	99.600	2333.6	1.3478	0.0089999
1192.6	99.600	2335.5	1.3477	0.0089999
1193.5	99.600	2337.4	1.3478	0.0089999
1194.5	99.600	2339.3	1.3477	0.0089999
1195.5	99.600	2341.3	1.3481	0.0089999
1196.4	99.600	2343.2	1.3479	0.0089000
1197.4	99.600	2345.1	1.3476	0.0089000
1198.4	99.600	2347.1	1.3480	0.0081000
1199.3	99.600	2349.0	1.3482	0.0081000
1200.3	99.600	2350.9	1.3485	0.0081000
1201.3	99.600	2352.8	1.3485	0.0081000
1202.2	99.600	2354.8	1.3489	0.0081000
1203.2	99.600	2356.7	1.3489	0.0081000
1204.2	99.600	2358.6	1.3488	0.0081000
1205.1	99.600	2360.6	1.3492	0.0081000
1206.1	99.600	2362.5	1.3490	0.0081000
1207.0	99.600	2364.4	1.3489	0.0081000
1208.0	99.600	2366.3	1.3489	0.0073000
1209.0	99.600	2368.3	1.3495	0.0073000
1209.9	99.600	2370.2	1.3496	0.0073000
1210.9	99.600	2372.1	1.3497	0.0073000
1211.9	99.600	2374.1	1.3501	0.0073000
1212.8	99.500	2376.0	1.3501	0.0073000
1213.8	99.500	2377.9	1.3502	0.0073000
1214.8	99.500	2379.8	1.3501	0.0073000
1215.7	99.600	2381.8	1.3504	0.0073000
1216.7	99.500	2383.7	1.3502	0.0073000
1217.7	99.500	2385.6	1.3502	0.0065000
1218.6	99.500	2387.6	1.3508	0.0065000
1219.6	99.500	2389.5	1.3510	0.0065000
1220.5	99.500	2391.4	1.3511	0.0065000
1221.5	99.500	2393.4	1.3515	0.0065000
1222.5	99.500	2395.3	1.3515	0.0065000
1223.4	99.500	2397.2	1.3516	0.0065000
1224.4	99.500	2399.1	1.3516	0.0065000
1225.4	99.500	2401.1	1.3520	0.0065000
1226.3	99.500	2403.0	1.3519	0.0065000
1227.3	99.500	2404.9	1.3517	0.0064000
1228.3	99.500	2406.9	1.3521	0.0057000
1229.2	99.500	2408.8	1.3523	0.0057000
1230.2	99.500	2410.7	1.3526	0.0057000
1231.2	99.500	2412.6	1.3527	0.0057000
1232.1	99.400	2414.6	1.3532	0.0057000
1233.1	99.400	2416.5	1.3532	0.0057000
1234.0	99.500	2418.4	1.3533	0.0057000
1235.0	99.500	2420.4	1.3537	0.0057000
1236.0	99.500	2422.3	1.3537	0.0057000
1236.9	99.400	2424.2	1.3539	0.0057000
1237.9	99.400	2426.1	1.3539	0.0057000
1238.9	99.400	2428.1	1.3542	0.0057000
1239.8	99.400	2430.0	1.3542	0.0057000
1240.8	99.400	2431.9	1.3542	0.0057000
1241.8	99.400	2433.9	1.3545	0.0057000
1242.7	99.400	2435.8	1.3544	0.0057000
1243.7	99.400	2437.7	1.3546	0.0049000
1244.7	99.400	2439.6	1.3547	0.0057000
1245.6	99.400	2441.6	1.3549	0.0049000
1246.6	99.400	2443.5	1.3552	0.0049000
1247.6	99.400	2445.4	1.3553	0.0049000
1248.5	99.400	2447.4	1.3557	0.0049000
1249.5	99.400	2449.3	1.3558	0.0049000
1250.4	99.400	2451.2	1.3560	0.0049000
1251.4	99.300	2453.1	1.3561	0.0049000
1252.4	99.400	2455.1	1.3564	0.0049000
1253.3	99.400	2457.0	1.3565	0.0049000
1254.3	99.300	2458.9	1.3565	0.0049000
1255.3	99.300	2460.9	1.3568	0.0049000
1256.2	99.300	2462.8	1.3567	0.0049000
1257.2	99.300	2464.7	1.3569	0.0041000
1258.2	99.300	2466.7	1.3574	0.0049000
1259.1	99.300	2468.6	1.3572	0.0049000
1260.1	99.300	2470.5	1.3575	0.0041000
1261.1	99.300	2472.4	1.3575	0.0049000
1262.0	99.300	2474.4	1.3577	0.0041000
1263.0	99.300	2476.3	1.3580	0.0041000
1263.9	99.300	2478.2	1.3582	0.0041000
1264.9	99.300	2480.2	1.3585	0.0041000
1265.9	99.300	2482.1	1.3587	0.0041000
1266.8	99.300	2484.0	1.3589	0.0041000
1267.8	99.300	2485.9	1.3590	0.0041000
1268.8	99.300	2487.9	1.3593	0.0041000
1269.7	99.200	2489.8	1.3594	0.0041000
1270.7	99.300	2491.7	1.3595	0.0041000
1271.7	99.200	2493.7	1.3598	0.0041000
1272.6	99.200	2495.6	1.3598	0.0041000
1273.6	99.200	2497.5	1.3600	0.0041000
1274.6	99.200	2499.4	1.3600	0.0041000
1275.5	99.200	2501.4	1.3602	0.0041000
1276.5	99.200	2503.3	1.3601	0.0041000
1277.5	99.200	2505.2	1.3603	0.0034000
1278.4	99.200	2507.2	1.3610	0.0034000
1279.4	99.200	2509.1	1.3609	0.0041000
1280.3	99.200	2511.0	1.3610	0.0034000
1281.3	99.200	2512.9	1.3613	0.0034000
1282.3	99.200	2514.9	1.3616	0.0034000
1283.2	99.100	2516.8	1.3618	0.0034000
1284.2	99.200	2518.7	1.3620	0.0034000
1285.2	99.200	2520.7	1.3623	0.0034000
1286.1	99.200	2522.6	1.3624	0.0034000
1287.1	99.100	2524.5	1.3626	0.0034000
1288.1	99.100	2526.4	1.3627	0.0034000
1289.0	99.100	2528.4	1.3631	0.0034000
1290.0	99.100	2530.3	1.3632	0.0034000
1291.0	99.100	2532.2	1.3633	0.0034000
1291.9	99.100	2534.2	1.3635	0.0034000
1292.9	99.100	2536.1	1.3636	0.0034000
1293.8	99.100	2538.0	1.3636	0.0034000
1294.8	99.100	2540.0	1.3641	0.0027000
1295.8	99.100	2541.9	1.3644	0.0034000
1296.7	99.100	2543.8	1.3643	0.0034000
1297.7	99.100	2545.7	1.3642	0.0034000
1298.7	99.100	2547.7	1.3645	0.0027000
1299.6	99.100	2549.6	1.3649	0.0027000
1300.6	99.100	2551.5	1.3651	0.0027000
1301.6	99.000	2553.5	1.3655	0.0027000
1302.5	99.000	2555.4	1.3657	0.0027000
1303.5	99.000	2557.3	1.3659	0.0027000
1304.5	99.000	2559.2	1.3661	0.0027000
1305.4	99.000	2561.2	1.3664	0.0027000
1306.4	99.000	2563.1	1.3666	0.0027000
1307.3	99.000	2565.0	1.3668	0.0027000
1308.3	99.000	2567.0	1.3671	0.0027000
1309.3	99.000	2568.9	1.3672	0.0027000
1310.2	99.000	2570.8	1.3675	0.0027000
1311.2	99.000	2572.7	1.3676	0.0027000
1312.2	99.000	2574.7	1.3679	0.0027000
1313.1	99.000	2576.6	1.3681	0.0027000
1314.1	99.000	2578.5	1.3682	0.0027000
1315.1	99.000	2580.5	1.3685	0.0027000
1316.0	99.000	2582.4	1.3686	0.0027000
1317.0	99.000	2584.3	1.3688	0.0027000
1318.0	98.900	2586.2	1.3689	0.0027000
1318.9	99.000	2588.2	1.3690	0.0027000
1319.9	98.900	2590.1	1.3693	0.0020000
1320.9	98.900	2592.0	1.3696	0.0027000
1321.8	99.000	2594.0	1.3699	0.0020000
1322.8	98.900	2595.9	1.3702	0.0027000
1323.7	98.900	2597.8	1.3700	0.0027000
1324.7	98.900	2599.8	1.3703	0.0020000
1325.7	98.900	2601.7	1.3707	0.0020000
1326.6	98.900	2603.6	1.3710	0.0020000
1327.6	98.900	2605.5	1.3712	0.0020000
1328.6	98.900	2607.5	1.3716	0.0020000
1329.5	98.900	2609.4	1.3718	0.0020000
1330.5	98.900	2611.3	1.3720	0.0020000
1331.5	98.900	2613.3	1.3724	0.0020000
1332.4	98.900	2615.2	1.3726	0.0020000
1333.4	98.900	2617.1	1.3728	0.0020000
1334.4	98.900	2619.0	1.3730	0.0020000
1335.3	98.800	2621.0	1.3733	0.0020000
1336.3	98.800	2622.9	1.3736	0.0020000
1337.2	98.800	2624.8	1.3738	0.0020000
1338.2	98.800	2626.8	1.3741	0.0020000
1339.2	98.800	2628.7	1.3743	0.0020000
1340.1	98.800	2630.6	1.3745	0.0020000
1341.1	98.800	2632.5	1.3747	0.0020000
1342.1	98.800	2634.5	1.3751	0.0020000
1343.0	98.800	2636.4	1.3753	0.0020000
1344.0	98.800	2638.3	1.3755	0.0020000
1345.0	98.800	2640.3	1.3758	0.0020000
1345.9	98.800	2642.2	1.3760	0.0020000
1346.9	98.800	2644.1	1.3763	0.0020000
1347.9	98.800	2646.0	1.3765	0.0020000
1348.8	98.800	2648.0	1.3768	0.0020000
1349.8	98.800	2649.9	1.3770	0.0020000
1350.8	98.800	2651.8	1.3772	0.0020000
1351.7	98.700	2653.8	1.3775	0.0020000
1352.7	98.700	2655.7	1.3777	0.0020000
1353.6	98.700	2657.6	1.3780	0.0020000
1354.6	98.700	2659.5	1.3782	0.0020000
1355.6	98.700	2661.5	1.3785	0.0020000
1356.5	98.700	2663.4	1.3787	0.0020000
1357.5	98.700	2665.3	1.3789	0.0020000
1358.5	98.700	2667.3	1.3792	0.0020000
1359.4	98.700	2669.2	1.3794	0.0020000
1360.4	98.700	2671.1	1.3797	0.0020000
1361.4	98.700	2673.0	1.3798	0.0020000
1362.3	98.700	2675.0	1.3800	0.0020000
1363.3	98.700	2676.9	1.3803	0.0013000
1364.3	98.700	2678.8	1.3809	0.0013000
1365.2	98.700	2680.8	1.3812	0.0020000
1366.2	98.700	2682.7	1.3815	0.0013000
1367.1	98.600	2684.6	1.3819	0.0020000
1368.1	98.700	2686.6	1.3821	0.0020000
1369.1	98.700	2688.5	1.3822	0.0020000
1370.0	98.600	2690.4	1.3823	0.0020000
1371.0	98.600	2692.3	1.3826	0.0013000
1372.0	98.600	2694.3	1.3833	0.0013000
1372.9	98.600	2696.2	1.3836	0.0020000
1373.9	98.600	2698.1	1.3836	0.0020000
1374.9	98.600	2700.1	1.3837	0.0020000
1375.8	98.600	2702.0	1.3839	0.0013000
1376.8	98.600	2703.9	1.3844	0.0013000
1377.8	98.600	2705.8	1.3848	0.0013000
1378.7	98.600	2707.8	1.3853	0.0013000
1379.7	98.600	2709.7	1.3856	0.0013000
1380.6	98.600	2711.6	1.3860	0.0013000
1381.6	98.600	2713.6	1.3866	0.0013000
1382.6	98.600	2715.5	1.3867	0.0020000
1383.5	98.600	2717.4	1.3869	0.0013000
1384.5	98.600	2719.3	1.3875	0.0013000
1385.5	98.600	2721.3	1.3880	0.0020000
1386.4	98.600	2723.2	1.3881	0.0020000
1387.4	98.600	2725.1	1.3882	0.0020000
1388.4	98.500	2727.1	1.3886	0.0020000
1389.3	98.500	2729.0	1.3888	0.0020000
1390.3	98.500	2730.9	1.3891	0.0020000
1391.3	98.500	2732.8	1.3894	0.0020000
1392.2	98.500	2734.8	1.3898	0.0020000
1393.2	98.500	2736.7	1.3900	0.0020000
1394.2	98.500	2738.6	1.3903	0.0020000
1395.1	98.500	2740.6	1.3907	0.0020000
1396.1	98.500	2742.5	1.3910	0.0020000
1397.0	98.500	2744.4	1.3913	0.0020000
1398.0	98.500	2746.4	1.3917	0.0020000
1399.0	98.500	2748.3	1.3919	0.0020000
1399.9	98.500	2750.2	1.3923	0.0020000
1400.9	98.500	2752.1	1.3926	0.0020000
1401.9	98.500	2754.1	1.3930	0.0020000
1402.8	98.400	2756.0	1.3933	0.0020000
1403.8	98.400	2757.9	1.3936	0.0020000
1404.8	98.400	2759.9	1.3941	0.0019000
1405.7	98.400	2761.8	1.3944	0.0019000
1406.7	98.400	2763.7	1.3947	0.0019000
1407.7	98.400	2765.6	1.3950	0.0019000
1408.6	98.400	2767.6	1.3955	0.0019000
1409.6	98.400	2769.5	1.3958	0.0019000
1410.5	98.400	2771.4	1.3962	0.0019000
1411.5	98.400	2773.4	1.3966	0.0019000
1412.5	98.400	2775.3	1.3970	0.0019000
1413.4	98.400	2777.2	1.3974	0.0019000
1414.4	98.400	2779.1	1.3977	0.0019000
1415.4	98.400	2781.1	1.3982	0.0019000
1416.3	98.400	2783.0	1.3986	0.0019000
1417.3	98.300	2784.9	1.3990	0.0019000
1418.3	98.300	2786.9	1.3996	0.0019000
1419.2	98.300	2788.8	1.4001	0.0019000
1420.2	98.300	2790.7	1.4005	0.0025001
1421.2	98.300	2792.6	1.4006	0.0025001
1422.1	98.300	2794.6	1.4010	0.0025001
1423.1	98.300	2796.5	1.4012	0.0025001
1424.1	98.300	2798.4	1.4017	0.0019000
1425.0	98.300	2800.4	1.4024	0.0025001
1426.0	98.300	2802.3	1.4026	0.0025001
1426.9	98.300	2804.2	1.4029	0.0025001
1427.9	98.300	2806.1	1.4033	0.0025001
1428.9	98.300	2808.1	1.4038	0.0025001
1429.8	98.300	2810.0	1.4041	0.0025001
1430.8	98.200	2811.9	1.4045	0.0025001
1431.8	98.300	2813.9	1.4050	0.0025001
1432.7	98.200	2815.8	1.4054	0.0025001
1433.7	98.300	2817.7	1.4059	0.0024000
1434.7	98.200	2819.6	1.4063	0.0024000
1435.6	98.200	2821.6	1.4068	0.0024000
1436.6	98.200	2823.5	1.4073	0.0024000
1437.6	98.200	2825.4	1.4078	0.0024000
1438.5	98.200	2827.4	1.4085	0.0024000
1439.5	98.200	2829.3	1.4089	0.0030000
1440.4	98.200	2831.2	1.4091	0.0030000
1441.4	98.200	2833.2	1.4095	0.0030000
1442.4	98.200	2835.1	1.4098	0.0030000
1443.3	98.200	2837.0	1.4104	0.0024000
1444.3	98.200	2838.9	1.4109	0.0030000
1445.3	98.200	2840.9	1.4114	0.0030000
1446.2	98.200	2842.8	1.4118	0.0030000
1447.2	98.200	2844.7	1.4122	0.0030000
1448.2	98.200	2846.7	1.4128	0.0029000
1449.1	98.200	2848.6	1.4132	0.0029000
1450.1	98.100	2850.5	1.4137	0.0029000
1451.1	98.100	2852.4	1.4141	0.0029000
1452.0	98.100	2854.4	1.4147	0.0029000
1453.0	98.100	2856.3	1.4152	0.0029000
1453.9	98.100	2858.2	1.4156	0.0029000
1454.9	98.100	2860.2	1.4163	0.0029000
1455.9	98.100	2862.1	1.4168	0.0029000
1456.8	98.100	2864.0	1.4173	0.0028000
1457.8	98.100	2865.9	1.4178	0.0028000
1458.8	98.100	2867.9	1.4185	0.0028000
1459.7	98.100	2869.8	1.4190	0.0028000
1460.7	98.100	2871.7	1.4195	0.0028000
1461.7	98.100	2873.7	1.4203	0.0028000
1462.6	98.000	2875.6	1.4208	0.0028000
1463.6	98.100	2877.5	1.4214	0.0027000
1464.6	98.100	2879.4	1.4220	0.0027000
1465.5	98.000	2881.4	1.4227	0.0027000
1466.5	98.000	2883.3	1.4233	0.0027000
1467.5	98.000	2885.2	1.4239	0.0027000
1468.4	98.000	2887.2	1.4248	0.0026000
1469.4	98.000	2889.1	1.4254	0.0026000
1470.3	98.000	2891.0	1.4262	0.0026000
1471.3	98.000	2892.9	1.4270	0.0026000
1472.3	98.000	2894.9	1.4278	0.0032001
1473.2	98.000	2896.8	1.4282	0.0032001
1474.2	98.000	2898.7	1.4288	0.0032001
1475.2	98.000	2900.7	1.4296	0.0031000
1476.1	98.000	2902.6	1.4302	0.0031000
1477.1	97.900	2904.5	1.4309	0.0031000
1478.1	98.000	2906.5	1.4318	0.0031000
1479.0	97.900	2908.4	1.4326	0.0030000
1480.0	97.900	2910.3	1.4335	0.0030000
1481.0	97.900	2912.2	1.4342	0.0036000
1481.9	97.900	2914.2	1.4349	0.0036000
1482.9	97.900	2916.1	1.4356	0.0036000
1483.8	97.900	2918.0	1.4362	0.0035000
1484.8	97.900	2920.0	1.4372	0.0035000
1485.8	97.900	2921.9	1.4380	0.0035000
1486.7	97.900	2923.8	1.4389	0.0034000
1487.7	97.900	2925.7	1.4398	0.0034000
1488.7	97.900	2927.7	1.4409	0.0039999
1489.6	97.800	2929.6	1.4415	0.0039999
1490.6	97.800	2931.5	1.4423	0.0039001
1491.6	97.900	2933.5	1.4434	0.0039001
1492.5	97.800	2935.4	1.4444	0.0038000
1493.5	97.800	2937.3	1.4454	0.0044000
1494.5	97.800	2939.2	1.4461	0.0044000
1495.4	97.800	2941.2	1.4474	0.0043000
1496.4	97.800	2943.1	1.4483	0.0049000
1497.4	97.800	2945.0	1.4490	0.0049000
1498.3	97.800	2947.0	1.4503	0.0048000
1499.3	97.800	2948.9	1.4512	0.0053999
1500.2	97.800	2950.8	1.4520	0.0053999
1501.2	97.700	2952.7	1.4529	0.0053000
1502.2	97.700	2954.7	1.4544	0.0053000
1503.1	97.700	2956.6	1.4555	0.0058000
1504.1	97.700	2958.5	1.4564	0.0058000
1505.1	97.700	2960.5	1.4578	0.0063000
1506.0	97.700	2962.4	1.4588	0.0063000
1507.0	97.700	2964.3	1.4598	0.0068001
1508.0	97.700	2966.3	1.4612	0.0068001
1508.9	97.700	2968.2	1.4623	0.0073000
1509.9	97.700	2970.1	1.4635	0.0073000
1510.9	97.700	2972.0	1.4646	0.0078000
1511.8	97.600	2974.0	1.4660	0.0084000
1512.8	97.600	2975.9	1.4670	0.0082999
1513.7	97.600	2977.8	1.4682	0.0089000
1514.7	97.600	2979.8	1.4696	0.0094000
1515.7	97.600	2981.7	1.4707	0.0093000
1516.6	97.600	2983.6	1.4720	0.0099000
1517.6	97.600	2985.5	1.4730	0.010400
1518.6	97.600	2987.5	1.4747	0.010300
1519.5	97.600	2989.4	1.4760	0.010900
1520.5	97.600	2991.3	1.4771	0.011400
1521.5	97.500	2993.3	1.4789	0.011900
1522.4	97.500	2995.2	1.4798	0.012500
1523.4	97.500	2997.1	1.4812	0.012400
1524.4	97.500	2999.0	1.4825	0.012900
1525.3	97.500	3001.0	1.4846	0.013400
1526.3	97.500	3002.9	1.4858	0.013900
1527.3	97.500	3004.8	1.4871	0.014400
1528.2	97.500	3006.8	1.4893	0.014900
1529.2	97.500	3008.7	1.4907	0.015400
1530.1	97.500	3010.6	1.4923	0.016500
1531.1	97.400	3012.5	1.4933	0.017100
1532.1	97.400	3014.5	1.4956	0.017500
1533.0	97.400	3016.4	1.4970	0.018000
1534.0	97.400	3018.3	1.4983	0.019200
1535.0	97.400	3020.3	1.5008	0.019600
1535.9	97.400	3022.2	1.5021	0.020800
1536.9	97.400	3024.1	1.5038	0.021300
1537.9	97.300	3026.0	1.5050	0.022400
1538.8	97.300	3028.0	1.5078	0.022800
1539.8	97.300	3029.9	1.5093	0.023900
1540.8	97.300	3031.8	1.5106	0.025100
1541.7	97.300	3033.8	1.5135	0.026100
1542.7	97.300	3035.7	1.5148	0.027200
1543.6	97.300	3037.6	1.5160	0.028400
1544.6	97.300	3039.6	1.5190	0.029400
1545.6	97.300	3041.5	1.5204	0.030500
1546.5	97.200	3043.4	1.5225	0.031600
1547.5	97.200	3045.3	1.5238	0.033400
1548.5	97.200	3047.3	1.5270	0.034300
1549.4	97.200	3049.2	1.5284	0.036100
1550.4	97.200	3051.1	1.5296	0.037300
1551.4	97.200	3053.1	1.5332	0.038800
1552.3	97.200	3055.0	1.5345	0.040600
1553.3	97.200	3056.9	1.5365	0.042400
1554.3	97.200	3058.8	1.5375	0.044200
1555.2	97.100	3060.8	1.5412	0.045800
1556.2	97.100	3062.7	1.5423	0.047600
1557.1	97.100	3064.6	1.5434	0.049400
1558.1	97.100	3066.6	1.5474	0.051700
1559.1	97.100	3068.5	1.5482	0.053500
1560.0	97.100	3070.4	1.5505	0.055300
1561.0	97.100	3072.3	1.5514	0.057800
1562.0	97.000	3074.3	1.5557	0.060000
1562.9	97.000	3076.2	1.5566	0.062600
1563.9	97.000	3078.1	1.5571	0.065200
1564.9	97.000	3080.1	1.5615	0.067400
1565.8	97.000	3082.0	1.5621	0.070100
1566.8	97.000	3083.9	1.5643	0.072500
1567.8	96.900	3085.8	1.5644	0.075900
1568.7	96.900	3087.8	1.5691	0.078200
1569.7	96.900	3089.7	1.5693	0.081600
1570.7	96.900	3091.6	1.5690	0.084400
1571.6	96.900	3093.6	1.5741	0.086600
1572.6	96.900	3095.5	1.5742	0.090100
1573.5	96.900	3097.4	1.5759	0.093400
1574.5	96.900	3099.3	1.5753	0.096300
1575.5	96.800	3101.3	1.5806	0.099300
1576.4	96.800	3103.2	1.5804	0.10290
1577.4	96.800	3105.1	1.5795	0.10660
1578.4	96.800	3107.1	1.5849	0.10960
1579.3	96.800	3109.0	1.5842	0.11330
1580.3	96.800	3110.9	1.5829	0.11720
1581.3	96.700	3112.9	1.5884	0.12020
1582.2	96.700	3114.8	1.5872	0.12410
1583.2	96.700	3116.7	1.5885	0.12770
1584.2	96.700	3118.6	1.5865	0.13170
1585.1	96.700	3120.6	1.5924	0.13480
1586.1	96.700	3122.5	1.5908	0.13880
1587.0	96.600	3124.4	1.5886	0.14290
1588.0	96.600	3126.4	1.5948	0.14610
1589.0	96.600	3128.3	1.5929	0.15020
1589.9	96.600	3130.2	1.5939	0.15480
1590.9	96.600	3132.1	1.5906	0.15910
1591.9	96.500	3134.1	1.5969	0.16240
1592.8	96.500	3136.0	1.5943	0.16670
1593.8	96.500	3137.9	1.5910	0.17110
1594.8	96.500	3139.9	1.5975	0.17440
1595.7	96.400	3141.8	1.5944	0.17890
1596.7	96.400	3143.7	1.5949	0.18300
1597.7	96.400	3145.6	1.5908	0.18760
1598.6	96.400	3147.6	1.5977	0.19100
1599.6	96.400	3149.5	1.5942	0.19560
1600.6	96.300	3151.4	1.5897	0.20040
1601.5	96.300	3153.4	1.5968	0.20380
1602.5	96.300	3155.3	1.5922	0.20870
1603.4	96.200	3157.2	1.5923	0.21210
1604.4	96.200	3159.1	1.5873	0.21710
1605.4	96.200	3161.1	1.5949	0.22060
1606.3	96.100	3163.0	1.5903	0.22560
1607.3	96.100	3164.9	1.5844	0.23070
1608.3	96.100	3166.9	1.5921	0.23340
1609.2	96.100	3168.8	1.5869	0.23860
1610.2	96.000	3170.7	1.5862	0.24320
1611.2	96.000	3172.6	1.5796	0.24760
1612.1	95.900	3174.6	1.5876	0.25140
1613.1	95.900	3176.5	1.5816	0.25570
1614.1	95.900	3178.4	1.5751	0.26020
1615.0	95.800	3180.4	1.5834	0.26400
1616.0	95.800	3182.3	1.5773	0.26850
1616.9	95.700	3184.2	1.5699	0.27420
1617.9	95.700	3186.2	1.5780	0.27710
1618.9	95.600	3188.1	1.5709	0.28180
1619.8	95.600	3190.0	1.5697	0.28580
1620.8	95.500	3191.9	1.5615	0.29060
1621.8	95.400	3193.9	1.5702	0.29360
1622.7	95.400	3195.8	1.5629	0.29840
1623.7	95.300	3197.7	1.5543	0.30340
1624.7	95.200	3199.7	1.5630	0.30640
1625.6	95.200	3201.6	1.5547	0.31030
1626.6	95.100	3203.5	1.5533	0.31460
1627.6	95.000	3205.4	1.5437	0.31980
1628.5	94.900	3207.4	1.5529	0.32180
1629.5	94.900	3209.3	1.5447	0.32690
1630.4	94.800	3211.2	1.5348	0.33220
1631.4	94.700	3213.2	1.5437	0.33430
1632.4	94.600	3215.1	1.5342	0.33850
1633.3	94.600	3217.0	1.5323	0.34180
1634.3	94.500	3218.9	1.5214	0.34730
1635.3	94.400	3220.9	1.5309	0.34830
1636.2	94.300	3222.8	1.5213	0.35370
1637.2	94.300	3224.7	1.5104	0.35700
1638.2	94.200	3226.7	1.5202	0.35910
1639.1	94.200	3228.6	1.5096	0.36360
1640.1	94.100	3230.5	1.5071	0.36600
1641.1	94.100	3232.4	1.4958	0.37050
1642.0	94.000	3234.4	1.5054	0.37270
1643.0	94.000	3236.3	1.4948	0.37600
1644.0	93.900	3238.2	1.4834	0.37940
1644.9	93.900	3240.2	1.4935	0.38170
1645.9	93.900	3242.1	1.4819	0.38510
1646.8	93.800	3244.0	1.4789	0.38760
1647.8	93.800	3245.9	1.4665	0.39110
1648.8	93.800	3247.9	1.4769	0.39220
1649.7	93.800	3249.8	1.4657	0.39560
1650.7	93.700	3251.7	1.4533	0.39910
1651.7	93.700	3253.7	1.4635	0.40020
1652.6	93.700	3255.6	1.4520	0.40250
1653.6	93.700	3257.5	1.4394	0.40600
1654.6	93.700	3259.5	1.4500	0.40590
1655.5	93.700	3261.4	1.4379	0.40940
1656.5	93.700	3263.3	1.4347	0.41080
1657.5	93.700	3265.2	1.4214	0.41440
1658.4	93.700	3267.2	1.4319	0.41430
1659.4	93.700	3269.1	1.4202	0.41650
1660.3	93.700	3271.0	1.4071	0.42020
1661.3	93.700	3273.0	1.4176	0.42010
1662.3	93.700	3274.9	1.4046	0.42250
1663.2	93.800	3276.8	1.4010	0.42390
1664.2	93.800	3278.7	1.3870	0.42630
1665.2	93.800	3280.7	1.3975	0.42620
1666.1	93.800	3282.6	1.3849	0.42730
1667.1	93.800	3284.5	1.3713	0.42970
1668.1	93.800	3286.5	1.3822	0.42830
1669.0	93.800	3288.4	1.3691	0.43060
1670.0	93.900	3290.3	1.3654	0.43070
1671.0	93.900	3292.2	1.3512	0.43320
1671.9	93.900	3294.2	1.3618	0.43180
1672.9	93.900	3296.1	1.3490	0.43280
1673.8	93.900	3298.0	1.3353	0.43390
1674.8	94.000	3300.0	1.3462	0.43250
1675.8	94.000	3301.9	1.3328	0.43360
1676.7	94.000	3303.8	1.3288	0.43370
1677.7	94.000	3305.7	1.3148	0.43340
1678.7	94.000	3307.7	1.3261	0.43200
1679.6	94.100	3309.6	1.3133	0.43300
1680.6	94.100	3311.5	1.2997	0.43270
1681.6	94.200	3313.5	1.3109	0.43130
1682.5	94.200	3315.4	1.2983	0.43090
1683.5	94.200	3317.3	1.2849	0.43180
1684.5	94.200	3319.3	1.2955	0.42930
1685.4	94.300	3321.2	1.2823	0.42890
1686.4	94.300	3323.1	1.2789	0.42760
1687.4	94.400	3325.0	1.2655	0.42720
1688.3	94.400	3327.0	1.2767	0.42460
1689.3	94.400	3328.9	1.2646	0.42410
1690.2	94.500	3330.8	1.2519	0.42360
1691.2	94.600	3332.8	1.2631	0.42110
1692.2	94.600	3334.7	1.2505	0.42050
1693.1	94.600	3336.6	1.2472	0.41920
1694.1	94.700	3338.5	1.2345	0.41740
1695.1	94.700	3340.5	1.2457	0.41620
1696.0	94.800	3342.4	1.2338	0.41430
1697.0	94.900	3344.3	1.2218	0.41370
1698.0	94.900	3346.3	1.2329	0.41130
1698.9	95.000	3348.2	1.2204	0.41070
1699.9	95.100	3350.1	1.2174	0.40810
1700.9	95.100	3352.0	1.2050	0.40740
1701.8	95.200	3354.0	1.2162	0.40380
1702.8	95.300	3355.9	1.2051	0.40300
1703.8	95.300	3357.8	1.1931	0.40230
1704.7	95.400	3359.8	1.2040	0.39880
1705.7	95.500	3361.7	1.1922	0.39810
1706.6	95.500	3363.6	1.1896	0.39550
1707.6	95.600	3365.5	1.1777	0.39470
1708.6	95.700	3367.5	1.1884	0.39120
1709.5	95.700	3369.4	1.1774	0.39040
