# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# H2O - 10 K
# http://www.astrochem.org/data/H2O.php

Freq.	%T,10K	Freq. 	n, 10K	k, 10K
#(cm-1)			(cm-1)
613.41	92.032	1176.2	1.2929	0.0042000
614.37	91.968	1178.1	1.2935	0.0042000
615.34	91.992	1180.0	1.2940	0.0042000
616.30	91.867	1182.0	1.2949	0.0042000
617.27	91.853	1183.9	1.2955	0.0042000
618.23	91.790	1185.8	1.2963	0.0042000
619.19	91.770	1187.8	1.2968	0.0059000
620.16	91.706	1189.7	1.2972	0.0043000
621.12	91.687	1191.6	1.2980	0.0059000
622.09	91.617	1193.5	1.2980	0.0059000
623.05	91.548	1195.5	1.2985	0.0059000
624.02	91.484	1197.4	1.2988	0.0059000
624.98	91.464	1199.3	1.2991	0.0059000
625.95	91.389	1201.3	1.2999	0.0059000
626.91	91.375	1203.2	1.3003	0.0059000
627.87	91.305	1205.1	1.3008	0.0059000
628.84	91.286	1207.0	1.3013	0.0059000
629.80	91.166	1209.0	1.3022	0.0060000
630.77	91.147	1210.9	1.3031	0.0060000
631.73	91.077	1212.8	1.3034	0.0075999
632.70	91.007	1214.8	1.3036	0.0075999
633.66	90.982	1216.7	1.3037	0.0075999
634.63	90.906	1218.6	1.3040	0.0075999
635.59	90.886	1220.5	1.3042	0.0075999
636.55	90.811	1222.5	1.3049	0.0075999
637.52	90.741	1224.4	1.3052	0.0075999
638.48	90.666	1226.3	1.3055	0.0075999
639.45	90.640	1228.3	1.3064	0.0075999
640.41	90.558	1230.2	1.3070	0.0075999
641.38	90.539	1232.1	1.3071	0.0092000
642.34	90.457	1234.0	1.3071	0.0075999
643.31	90.381	1236.0	1.3086	0.0075999
644.27	90.306	1237.9	1.3089	0.0092000
645.24	90.280	1239.8	1.3087	0.0092000
646.20	90.204	1241.8	1.3093	0.0092000
647.16	90.123	1243.7	1.3095	0.0092000
648.13	90.047	1245.6	1.3097	0.0092000
649.09	89.971	1247.6	1.3106	0.0092000
650.06	89.952	1249.5	1.3112	0.0092000
651.02	89.876	1251.4	1.3113	0.010700
651.99	89.857	1253.3	1.3114	0.0091000
652.95	89.837	1255.3	1.3124	0.010700
653.92	89.773	1257.2	1.3122	0.010700
654.88	89.710	1259.1	1.3122	0.010700
655.84	89.646	1261.1	1.3129	0.010700
656.81	89.633	1263.0	1.3130	0.010700
657.77	89.569	1264.9	1.3134	0.010700
658.74	89.505	1266.8	1.3137	0.010700
659.70	89.492	1268.8	1.3146	0.010700
660.67	89.440	1270.7	1.3152	0.010700
661.63	89.389	1272.6	1.3153	0.012200
662.60	89.393	1274.6	1.3156	0.012200
663.56	89.342	1276.5	1.3155	0.012200
664.53	89.284	1278.4	1.3158	0.012100
665.49	89.282	1280.3	1.3159	0.012100
666.45	89.225	1282.3	1.3167	0.012100
667.42	89.167	1284.2	1.3170	0.012100
668.38	88.848	1286.1	1.3175	0.012100
669.35	88.990	1288.1	1.3183	0.013600
670.31	89.033	1290.0	1.3179	0.013600
671.28	89.013	1291.9	1.3180	0.013600
672.24	88.943	1293.8	1.3180	0.013600
673.21	88.868	1295.8	1.3188	0.013600
674.17	88.848	1297.7	1.3190	0.013500
675.13	88.778	1299.6	1.3194	0.013500
676.10	88.759	1301.6	1.3202	0.015000
677.06	88.695	1303.5	1.3196	0.015000
678.03	88.632	1305.4	1.3197	0.015000
678.99	88.594	1307.3	1.3195	0.015000
679.96	88.518	1309.3	1.3203	0.015000
680.44	88.031	1311.2	1.3203	0.014900
681.40	87.936	1313.1	1.3203	0.014900
682.37	87.941	1315.1	1.3212	0.014900
683.33	87.946	1317.0	1.3214	0.014900
684.30	87.850	1318.9	1.3218	0.014900
685.26	87.755	1320.9	1.3226	0.016400
686.23	87.760	1322.8	1.3221	0.016300
687.19	87.665	1324.7	1.3222	0.016300
688.15	87.670	1326.6	1.3220	0.016300
689.12	87.575	1328.6	1.3229	0.016300
690.08	87.480	1330.5	1.3229	0.016300
691.05	87.485	1332.4	1.3229	0.016200
692.01	87.390	1334.4	1.3242	0.016200
692.98	87.395	1336.3	1.3241	0.017700
693.94	87.299	1338.2	1.3239	0.017600
694.91	87.304	1340.1	1.3236	0.017600
695.87	87.209	1342.1	1.3244	0.017600
696.84	87.114	1344.0	1.3243	0.017600
697.80	87.119	1345.9	1.3242	0.017600
698.76	87.124	1347.9	1.3252	0.017500
699.73	87.029	1349.8	1.3255	0.017500
700.69	87.034	1351.7	1.3257	0.019000
701.66	86.939	1353.6	1.3251	0.018900
702.62	86.944	1355.6	1.3258	0.018900
703.59	86.848	1357.5	1.3255	0.018900
704.55	86.853	1359.4	1.3253	0.018800
705.52	86.758	1361.4	1.3263	0.018800
706.48	86.663	1363.3	1.3262	0.018800
707.44	86.668	1365.2	1.3268	0.018800
708.41	86.673	1367.1	1.3263	0.020200
709.37	86.578	1369.1	1.3272	0.018700
710.34	86.583	1371.0	1.3273	0.020200
711.30	86.488	1372.9	1.3267	0.020100
712.27	86.493	1374.9	1.3275	0.020100
713.23	86.397	1376.8	1.3272	0.020100
714.20	86.402	1378.7	1.3274	0.020000
715.16	86.407	1380.6	1.3273	0.020000
716.12	86.312	1382.6	1.3283	0.020000
717.09	86.317	1384.5	1.3283	0.020000
718.05	86.222	1386.4	1.3285	0.020000
719.02	86.227	1388.4	1.3295	0.021400
719.98	86.232	1390.3	1.3288	0.021300
720.95	86.137	1392.2	1.3284	0.021300
721.91	86.142	1394.2	1.3294	0.021300
722.88	86.146	1396.1	1.3291	0.021200
723.84	86.151	1398.0	1.3294	0.021200
724.80	86.056	1399.9	1.3293	0.021200
725.77	86.061	1401.9	1.3307	0.021200
726.73	85.966	1403.8	1.3305	0.022500
727.70	85.971	1405.7	1.3298	0.022500
728.66	85.976	1407.7	1.3307	0.022500
729.63	85.881	1409.6	1.3303	0.022400
730.59	85.886	1411.5	1.3306	0.022400
731.56	85.891	1413.4	1.3304	0.022400
732.52	85.896	1415.4	1.3318	0.022400
733.48	85.800	1417.3	1.3316	0.023700
734.45	85.805	1419.2	1.3308	0.023700
735.41	85.810	1421.2	1.3317	0.023700
736.38	85.815	1423.1	1.3313	0.023600
737.34	85.720	1425.0	1.3315	0.023600
738.31	85.725	1426.9	1.3313	0.023600
739.27	85.630	1428.9	1.3327	0.023600
740.24	85.735	1430.8	1.3324	0.024900
741.20	85.740	1432.7	1.3316	0.024900
742.17	85.645	1434.7	1.3324	0.024800
743.13	85.649	1436.6	1.3320	0.024800
744.09	85.654	1438.5	1.3321	0.024800
745.06	85.659	1440.4	1.3317	0.024700
746.02	85.564	1442.4	1.3329	0.024700
746.99	85.569	1444.3	1.3326	0.024700
747.95	85.574	1446.2	1.3325	0.024600
748.92	85.579	1448.2	1.3340	0.024600
749.88	85.584	1450.1	1.3336	0.025900
750.85	85.589	1452.0	1.3334	0.025900
751.81	85.594	1453.9	1.3329	0.025900
752.78	85.498	1455.9	1.3339	0.025800
753.74	85.603	1457.8	1.3336	0.025800
754.70	85.608	1459.7	1.3333	0.025800
755.67	85.613	1461.7	1.3346	0.025700
756.63	85.618	1463.6	1.3347	0.025700
757.60	85.623	1465.5	1.3343	0.027000
758.56	85.628	1467.5	1.3351	0.027000
759.53	85.533	1469.4	1.3346	0.027000
760.49	85.638	1471.3	1.3348	0.026900
761.46	85.643	1473.2	1.3345	0.026900
762.42	85.647	1475.2	1.3360	0.026900
763.38	85.652	1477.1	1.3356	0.028200
764.35	85.657	1479.0	1.3348	0.028100
765.31	85.662	1481.0	1.3359	0.028100
766.28	85.667	1482.9	1.3354	0.028100
767.24	85.672	1484.8	1.3356	0.028000
768.21	85.677	1486.7	1.3353	0.028000
769.17	85.582	1488.7	1.3369	0.028000
770.13	85.687	1490.6	1.3365	0.029200
771.10	85.692	1492.5	1.3357	0.029200
772.06	85.696	1494.5	1.3368	0.029200
773.03	85.701	1496.4	1.3364	0.029100
773.99	85.706	1498.3	1.3367	0.029100
774.96	85.711	1500.2	1.3366	0.029100
775.92	85.816	1502.2	1.3379	0.030300
776.89	85.821	1504.1	1.3371	0.030300
777.85	85.826	1506.0	1.3366	0.030300
778.82	85.831	1508.0	1.3379	0.030200
779.78	85.836	1509.9	1.3378	0.030200
780.74	85.941	1511.8	1.3380	0.031500
781.71	85.946	1513.7	1.3371	0.031400
782.67	85.950	1515.7	1.3383	0.031400
783.64	85.955	1517.6	1.3379	0.031300
784.60	85.960	1519.5	1.3378	0.031300
785.57	86.065	1521.5	1.3391	0.032600
786.53	86.070	1523.4	1.3382	0.032500
787.50	86.075	1525.3	1.3376	0.032500
788.46	86.080	1527.3	1.3391	0.032500
789.42	86.085	1529.2	1.3389	0.032400
790.39	86.190	1531.1	1.3391	0.033700
791.35	86.195	1533.0	1.3382	0.033600
792.32	86.199	1535.0	1.3396	0.033600
793.28	86.304	1536.9	1.3394	0.033500
794.25	86.309	1538.8	1.3388	0.034800
795.21	86.314	1540.8	1.3398	0.034700
796.18	86.419	1542.7	1.3392	0.034700
797.14	86.424	1544.6	1.3397	0.034700
798.11	86.429	1546.5	1.3391	0.035900
799.07	86.434	1548.5	1.3401	0.035900
800.03	86.539	1550.4	1.3394	0.035800
801.00	86.544	1552.3	1.3390	0.035800
801.96	86.648	1554.3	1.3408	0.035700
802.93	86.653	1556.2	1.3403	0.037000
803.89	86.658	1558.1	1.3402	0.036900
804.86	86.663	1560.0	1.3398	0.036900
805.82	86.768	1562.0	1.3413	0.038100
806.78	86.773	1563.9	1.3404	0.038000
807.75	86.878	1565.8	1.3400	0.038000
808.71	86.883	1567.8	1.3415	0.039200
809.68	86.988	1569.7	1.3404	0.039200
810.64	86.993	1571.6	1.3406	0.039100
811.61	87.097	1573.5	1.3402	0.039100
812.57	87.102	1575.5	1.3418	0.040300
813.54	87.107	1577.4	1.3410	0.040300
814.50	87.212	1579.3	1.3405	0.040200
815.47	87.217	1581.3	1.3422	0.041400
816.43	87.322	1583.2	1.3412	0.041400
817.39	87.327	1585.1	1.3417	0.041300
818.36	87.432	1587.0	1.3410	0.042500
819.32	87.437	1589.0	1.3425	0.042500
820.29	87.442	1590.9	1.3421	0.042400
821.25	87.546	1592.8	1.3415	0.043600
822.22	87.551	1594.8	1.3433	0.043600
823.18	87.656	1596.7	1.3427	0.044800
824.15	87.661	1598.6	1.3420	0.044700
825.11	87.766	1600.6	1.3439	0.045900
826.08	87.871	1602.5	1.3432	0.045900
827.04	87.876	1604.4	1.3437	0.047100
828.00	87.981	1606.3	1.3426	0.048300
828.97	87.986	1608.3	1.3445	0.048200
829.93	88.091	1610.2	1.3439	0.049400
830.90	88.196	1612.1	1.3428	0.050600
831.86	88.200	1614.1	1.3449	0.050500
832.83	88.205	1616.0	1.3444	0.051700
833.79	88.310	1617.9	1.3448	0.052900
834.76	88.415	1619.8	1.3440	0.054100
835.72	88.520	1621.8	1.3460	0.056500
836.68	88.525	1623.7	1.3445	0.057700
837.65	88.630	1625.6	1.3433	0.058900
838.61	88.635	1627.6	1.3451	0.061300
839.58	88.740	1629.5	1.3433	0.062500
840.54	88.745	1631.4	1.3426	0.065000
841.51	88.849	1633.3	1.3402	0.066200
842.47	88.854	1635.3	1.3414	0.068600
843.44	88.959	1637.2	1.3384	0.069800
844.40	89.064	1639.1	1.3355	0.071000
845.36	89.069	1641.1	1.3366	0.072200
846.33	89.174	1643.0	1.3335	0.073400
847.29	89.279	1644.9	1.3319	0.074600
848.26	89.284	1646.8	1.3281	0.075900
849.22	89.389	1648.8	1.3289	0.075800
850.19	89.494	1650.7	1.3254	0.077000
851.15	89.498	1652.6	1.3216	0.076900
852.12	89.603	1654.6	1.3224	0.076800
853.08	89.608	1656.5	1.3190	0.076800
854.04	89.713	1658.4	1.3173	0.076700
855.01	89.818	1660.3	1.3139	0.076600
855.97	89.923	1662.3	1.3145	0.076500
856.94	89.928	1664.2	1.3114	0.075200
857.90	90.033	1666.1	1.3085	0.075100
858.87	90.138	1668.1	1.3094	0.075000
859.83	90.243	1670.0	1.3063	0.073700
860.80	90.347	1671.9	1.3052	0.073600
861.76	90.352	1673.8	1.3019	0.073500
862.72	90.457	1675.8	1.3029	0.072100
863.69	90.462	1677.7	1.2999	0.072100
864.65	90.567	1679.6	1.2968	0.070700
865.62	90.672	1681.6	1.2981	0.069300
866.58	90.777	1683.5	1.2954	0.069300
867.55	90.782	1685.4	1.2924	0.067900
868.51	90.887	1687.4	1.2936	0.066600
869.48	90.992	1689.3	1.2906	0.066500
870.44	90.996	1691.2	1.2894	0.063900
871.41	91.101	1693.1	1.2870	0.063800
872.37	91.206	1695.1	1.2874	0.062400
873.33	91.311	1697.0	1.2849	0.059800
874.30	91.416	1698.9	1.2830	0.058500
875.26	91.421	1700.9	1.2838	0.057200
876.23	91.526	1702.8	1.2818	0.054600
877.19	91.631	1704.7	1.2813	0.053300
878.16	91.636	1706.6	1.2793	0.051900
879.12	91.741	1708.6	1.2805	0.049400
880.09	91.846	1710.5	1.2789	0.048100
881.05	91.950	1712.4	1.2776	0.045600
882.02	91.955	1714.4	1.2788	0.044300
882.98	92.060	1716.3	1.2774	0.041800
883.94	92.165	1718.2	1.2777	0.039300
884.91	92.270	1720.1	1.2773	0.038100
885.87	92.275	1722.1	1.2784	0.036900
886.84	92.380	1724.0	1.2775	0.034400
887.80	92.485	1725.9	1.2775	0.032000
888.77	92.590	1727.9	1.2793	0.030800
889.73	92.595	1729.8	1.2788	0.029500
890.70	92.699	1731.7	1.2794	0.027200
891.66	92.804	1733.6	1.2797	0.026000
892.62	92.909	1735.6	1.2811	0.024800
893.59	92.914	1737.5	1.2814	0.022400
894.55	93.019	1739.4	1.2817	0.022400
895.52	93.124	1741.4	1.2831	0.020100
896.48	93.229	1743.3	1.2838	0.019000
897.45	93.334	1745.2	1.2846	0.017800
898.41	93.339	1747.2	1.2861	0.017800
899.38	93.444	1749.1	1.2862	0.016700
900.34	93.548	1751.0	1.2870	0.015500
901.30	93.653	1752.9	1.2877	0.014400
902.27	93.758	1754.9	1.2891	0.014400
903.23	93.763	1756.8	1.2893	0.013300
904.20	93.868	1758.7	1.2901	0.012200
905.16	93.973	1760.7	1.2914	0.012200
906.13	94.078	1762.6	1.2919	0.011100
907.09	94.083	1764.5	1.2927	0.011100
908.06	94.188	1766.4	1.2932	0.0100000
909.02	94.293	1768.4	1.2944	0.0100000
909.98	94.397	1770.3	1.2950	0.0089000
910.95	94.402	1772.2	1.2957	0.0089000
911.91	94.507	1774.2	1.2966	0.0089999
912.88	94.612	1776.1	1.2970	0.0079000
913.84	94.717	1778.0	1.2979	0.0079000
914.81	94.722	1779.9	1.2982	0.0079000
915.77	94.827	1781.9	1.2991	0.0068001
916.74	94.932	1783.8	1.2999	0.0068001
917.70	95.037	1785.7	1.3003	0.0068001
918.66	95.042	1787.7	1.3009	0.0069000
919.63	95.146	1789.6	1.3013	0.0058000
920.59	95.251	1791.5	1.3021	0.0058000
921.56	95.356	1793.4	1.3025	0.0058000
922.52	95.461	1795.4	1.3030	0.0058000
923.49	95.466	1797.3	1.3035	0.0046999
924.45	95.571	1799.2	1.3042	0.0048000
925.42	95.676	1801.2	1.3049	0.0048000
926.38	95.681	1803.1	1.3050	0.0048000
927.35	95.786	1805.0	1.3056	0.0037000
928.31	95.891	1806.9	1.3064	0.0037000
929.27	95.996	1808.9	1.3072	0.0038000
930.24	96.000	1810.8	1.3076	0.0038000
931.20	96.105	1812.7	1.3080	0.0038000
932.17	96.210	1814.7	1.3085	0.0038000
933.13	96.215	1816.6	1.3086	0.0038000
934.10	96.320	1818.5	1.3090	0.0028000
935.06	96.425	1820.5	1.3099	0.0028000
936.03	96.430	1822.4	1.3104	0.0028000
936.99	96.535	1824.3	1.3109	0.0028000
937.95	96.640	1826.2	1.3113	0.0028000
938.92	96.745	1828.2	1.3118	0.0028000
939.88	96.749	1830.1	1.3122	0.0029000
940.85	96.854	1832.0	1.3124	0.0029000
941.81	96.859	1834.0	1.3128	0.0029000
942.78	96.964	1835.9	1.3128	0.0029000
943.74	97.069	1837.8	1.3132	0.0017999
944.71	97.174	1839.7	1.3139	0.0019000
945.67	97.179	1841.7	1.3145	0.0019000
946.63	97.284	1843.6	1.3149	0.0019000
947.60	97.289	1845.5	1.3153	0.0019000
948.56	97.394	1847.5	1.3158	0.0019000
949.53	97.498	1849.4	1.3161	0.0019000
950.49	97.503	1851.3	1.3164	0.0019000
951.46	97.608	1853.2	1.3167	0.0019000
952.42	97.613	1855.2	1.3171	0.0020000
953.39	97.718	1857.1	1.3173	0.0020000
954.35	97.823	1859.0	1.3175	0.0020000
955.31	97.828	1861.0	1.3176	0.0020000
956.28	97.933	1862.9	1.3179	0.00090003
957.24	97.938	1864.8	1.3185	0.0010000
958.21	98.043	1866.7	1.3190	0.0010000
959.17	98.047	1868.7	1.3195	0.0010000
960.14	98.052	1870.6	1.3199	0.0010000
961.10	98.157	1872.5	1.3202	0.0010000
962.07	98.162	1874.5	1.3206	0.0010000
963.03	98.267	1876.4	1.3210	0.0010999
964.00	98.272	1878.3	1.3213	0.0010999
964.96	98.377	1880.2	1.3216	0.0010999
965.92	98.382	1882.2	1.3220	0.0010999
966.89	98.487	1884.1	1.3223	0.0010999
967.85	98.492	1886.0	1.3226	0.0010999
968.82	98.496	1888.0	1.3229	0.0010999
969.78	98.601	1889.9	1.3232	0.0010999
970.75	98.606	1891.8	1.3235	0.0010999
971.71	98.711	1893.8	1.3238	0.0012000
972.68	98.716	1895.7	1.3241	0.0012000
973.64	98.721	1897.6	1.3243	0.0012000
974.60	98.826	1899.5	1.3246	0.0012000
975.57	98.831	1901.5	1.3249	0.0012000
976.53	98.836	1903.4	1.3252	0.0012000
977.50	98.941	1905.3	1.3254	0.0012000
978.46	98.946	1907.3	1.3257	0.0012000
979.43	98.950	1909.2	1.3260	0.0012000
980.39	98.955	1911.1	1.3262	0.0012000
981.36	99.060	1913.0	1.3265	0.0012000
982.32	99.065	1915.0	1.3268	0.0012000
983.28	99.070	1916.9	1.3270	0.0013000
984.25	99.175	1918.8	1.3272	0.0013000
985.21	99.180	1920.8	1.3275	0.0013000
986.18	99.185	1922.7	1.3278	0.0013000
987.14	99.190	1924.6	1.3280	0.0013000
988.11	99.195	1926.5	1.3282	0.0013000
989.07	99.299	1928.5	1.3285	0.0013000
990.04	99.304	1930.4	1.3287	0.0013000
991.00	99.309	1932.3	1.3290	0.0013000
991.97	99.314	1934.3	1.3293	0.0013000
992.93	99.319	1936.2	1.3295	0.0013000
993.89	99.324	1938.1	1.3297	0.0013000
994.86	99.429	1940.0	1.3299	0.0013000
995.82	99.434	1942.0	1.3302	0.0014000
996.79	99.439	1943.9	1.3304	0.0014000
997.75	99.444	1945.8	1.3306	0.0014000
998.72	99.448	1947.8	1.3309	0.0014000
999.68	99.453	1949.7	1.3311	0.0014000
1000.6	99.458	1951.6	1.3314	0.0014000
1001.6	99.463	1953.5	1.3316	0.0014000
1002.6	99.468	1955.5	1.3319	0.0014000
1003.5	99.573	1957.4	1.3321	0.0014000
1004.5	99.578	1959.3	1.3323	0.0014000
1005.5	99.583	1961.3	1.3326	0.0014000
1006.4	99.588	1963.2	1.3328	0.0014000
1007.4	99.593	1965.1	1.3330	0.0014000
1008.4	99.597	1967.1	1.3333	0.0014000
1009.3	99.602	1969.0	1.3335	0.0015000
1010.3	99.607	1970.9	1.3337	0.0015000
1011.3	99.612	1972.8	1.3340	0.0015000
1012.2	99.617	1974.8	1.3343	0.0015000
1013.2	99.622	1976.7	1.3345	0.0015000
1014.1	99.627	1978.6	1.3347	0.0015000
1015.1	99.632	1980.6	1.3350	0.0015000
1016.1	99.637	1982.5	1.3352	0.0015000
1017.0	99.642	1984.4	1.3355	0.0015000
1018.0	99.647	1986.3	1.3357	0.0015000
1019.0	99.651	1988.3	1.3361	0.0015000
1019.9	99.756	1990.2	1.3363	0.0015000
1020.9	99.761	1992.1	1.3366	0.0015000
1021.9	99.766	1994.1	1.3370	0.0016000
1022.8	99.771	1996.0	1.3375	0.0016000
1023.8	99.776	1997.9	1.3375	0.0025001
1024.8	99.781	1999.8	1.3377	0.0016000
1025.7	99.786	2001.8	1.3382	0.0025001
1026.7	99.791	2003.7	1.3382	0.0025001
1027.7	99.796	2005.6	1.3382	0.0025001
1028.6	99.900	2007.6	1.3385	0.0025001
1029.6	99.900	2009.5	1.3386	0.0025001
1030.5	99.900	2011.4	1.3389	0.0025001
1031.5	99.900	2013.3	1.3390	0.0025001
1032.5	99.900	2015.3	1.3394	0.0026000
1033.4	99.900	2017.2	1.3396	0.0026000
1034.4	99.900	2019.1	1.3399	0.0026000
1035.4	99.900	2021.1	1.3406	0.0026000
1036.3	99.900	2023.0	1.3407	0.0035000
1037.3	99.900	2024.9	1.3406	0.0035000
1038.3	99.900	2026.8	1.3407	0.0035000
1039.2	99.900	2028.8	1.3409	0.0035000
1040.2	99.900	2030.7	1.3411	0.0035000
1041.2	99.900	2032.6	1.3412	0.0035000
1042.1	99.900	2034.6	1.3416	0.0035000
1043.1	99.900	2036.5	1.3419	0.0035000
1044.0	99.900	2038.4	1.3423	0.0035000
1045.0	99.900	2040.4	1.3426	0.0045000
1046.0	99.900	2042.3	1.3424	0.0045000
1046.9	99.900	2044.2	1.3425	0.0045000
1047.9	99.900	2046.1	1.3426	0.0045000
1048.9	99.900	2048.1	1.3430	0.0045000
1049.8	99.900	2050.0	1.3432	0.0045000
1050.8	99.900	2051.9	1.3435	0.0045000
1051.8	99.900	2053.9	1.3439	0.0053999
1052.7	99.900	2055.8	1.3437	0.0053999
1053.7	99.900	2057.7	1.3437	0.0053999
1054.7	99.900	2059.6	1.3438	0.0053999
1055.6	99.900	2061.6	1.3442	0.0053999
1056.6	99.900	2063.5	1.3443	0.0053999
1057.6	99.900	2065.4	1.3446	0.0053999
1058.5	99.900	2067.4	1.3450	0.0063000
1059.5	99.900	2069.3	1.3448	0.0063000
1060.4	99.900	2071.2	1.3448	0.0063000
1061.4	99.900	2073.1	1.3448	0.0063000
1062.4	99.900	2075.1	1.3452	0.0063000
1063.3	99.900	2077.0	1.3454	0.0063000
1064.3	99.900	2078.9	1.3457	0.0063000
1065.3	99.900	2080.9	1.3461	0.0072000
1066.2	99.900	2082.8	1.3458	0.0072000
1067.2	99.900	2084.7	1.3459	0.0072000
1068.2	100.00	2086.6	1.3459	0.0072000
1069.1	100.00	2088.6	1.3465	0.0072000
1070.1	99.900	2090.5	1.3463	0.0081000
1071.1	99.900	2092.4	1.3463	0.0072000
1072.0	99.900	2094.4	1.3469	0.0081000
1073.0	99.900	2096.3	1.3467	0.0081000
1073.9	99.900	2098.2	1.3469	0.0081000
1074.9	99.900	2100.1	1.3471	0.0081000
1075.9	99.900	2102.1	1.3475	0.0089999
1076.8	99.900	2104.0	1.3471	0.0089999
1077.8	99.900	2105.9	1.3470	0.0089999
1078.8	99.900	2107.9	1.3474	0.0089999
1079.7	99.900	2109.8	1.3474	0.0089999
1080.7	99.900	2111.7	1.3476	0.0089999
1081.7	99.900	2113.7	1.3481	0.0099000
1082.6	99.900	2115.6	1.3478	0.0099000
1083.6	99.900	2117.5	1.3479	0.0099000
1084.6	99.900	2119.4	1.3479	0.0098000
1085.5	99.900	2121.4	1.3484	0.010700
1086.5	99.900	2123.3	1.3479	0.010700
1087.4	99.900	2125.2	1.3477	0.010700
1088.4	99.900	2127.2	1.3482	0.010700
1089.4	99.900	2129.1	1.3481	0.010700
1090.3	99.900	2131.0	1.3485	0.010700
1091.3	99.900	2132.9	1.3483	0.011600
1092.3	99.900	2134.9	1.3486	0.011600
1093.2	99.900	2136.8	1.3484	0.011600
1094.2	99.900	2138.7	1.3484	0.011600
1095.2	99.900	2140.7	1.3489	0.012400
1096.1	99.900	2142.6	1.3484	0.012400
1097.1	99.900	2144.5	1.3484	0.012400
1098.1	99.900	2146.4	1.3484	0.012400
1099.0	99.900	2148.4	1.3488	0.013300
1100.0	99.900	2150.3	1.3483	0.013300
1101.0	99.800	2152.2	1.3479	0.013200
1101.9	99.900	2154.2	1.3484	0.013200
1102.9	99.900	2156.1	1.3481	0.013200
1103.8	99.900	2158.0	1.3484	0.013200
1104.8	99.900	2159.9	1.3481	0.014100
1105.8	99.900	2161.9	1.3483	0.014100
1106.7	99.900	2163.8	1.3479	0.014100
1107.7	99.900	2165.7	1.3475	0.014000
1108.7	99.900	2167.7	1.3481	0.014000
1109.6	99.900	2169.6	1.3478	0.014000
1110.6	99.900	2171.5	1.3478	0.014000
1111.6	99.800	2173.5	1.3483	0.014900
1112.5	99.900	2175.4	1.3477	0.014900
1113.5	99.900	2177.3	1.3475	0.014900
1114.5	99.900	2179.2	1.3472	0.014800
1115.4	99.900	2181.2	1.3477	0.014800
1116.4	99.900	2183.1	1.3474	0.014800
1117.3	99.800	2185.0	1.3473	0.014800
1118.3	99.900	2187.0	1.3478	0.015700
1119.3	99.800	2188.9	1.3471	0.015600
1120.2	99.800	2190.8	1.3469	0.015600
1121.2	99.800	2192.7	1.3464	0.015600
1122.2	99.800	2194.7	1.3469	0.015600
1123.1	99.800	2196.6	1.3464	0.015600
1124.1	99.800	2198.5	1.3460	0.015600
1125.1	99.800	2200.5	1.3465	0.015500
1126.0	99.800	2202.4	1.3461	0.015500
1127.0	99.800	2204.3	1.3460	0.015500
1128.0	99.800	2206.2	1.3456	0.015500
1128.9	99.800	2208.2	1.3461	0.015500
1129.9	99.800	2210.1	1.3457	0.015500
1130.8	99.800	2212.0	1.3454	0.015400
1131.8	99.800	2214.0	1.3458	0.015400
1132.8	99.800	2215.9	1.3454	0.015400
1133.7	99.800	2217.8	1.3453	0.015400
1134.7	99.800	2219.7	1.3449	0.015400
1135.7	99.800	2221.7	1.3453	0.015400
1136.6	99.800	2223.6	1.3447	0.015400
1137.6	99.800	2225.5	1.3445	0.014500
1138.6	99.800	2227.5	1.3450	0.015300
1139.5	99.800	2229.4	1.3445	0.014400
1140.5	99.800	2231.3	1.3447	0.014400
1141.5	99.800	2233.2	1.3445	0.014400
1142.4	99.800	2235.2	1.3450	0.014400
1143.4	99.800	2237.1	1.3447	0.014400
1144.4	99.800	2239.0	1.3443	0.014400
1145.3	99.800	2241.0	1.3447	0.014400
1146.3	99.800	2242.9	1.3442	0.014400
1147.2	99.800	2244.8	1.3442	0.013500
1148.2	99.800	2246.7	1.3442	0.013500
1149.2	99.800	2248.7	1.3448	0.013500
1150.1	99.800	2250.6	1.3445	0.013500
1151.1	99.800	2252.5	1.3442	0.013400
1152.1	99.800	2254.5	1.3447	0.013400
1153.0	99.800	2256.4	1.3442	0.013400
1154.0	99.700	2258.3	1.3440	0.012600
1155.0	99.800	2260.3	1.3447	0.012600
1155.9	99.800	2262.2	1.3446	0.012500
1156.9	99.800	2264.1	1.3447	0.012500
1157.9	99.700	2266.0	1.3445	0.012500
1158.8	99.800	2268.0	1.3449	0.012500
1159.8	99.700	2269.9	1.3444	0.012500
1160.7	99.700	2271.8	1.3443	0.011600
1161.7	99.700	2273.8	1.3451	0.011700
1162.7	99.700	2275.7	1.3450	0.011600
1163.6	99.700	2277.6	1.3451	0.011600
1164.6	99.700	2279.5	1.3450	0.011600
1165.6	99.700	2281.5	1.3455	0.011600
1166.5	99.700	2283.4	1.3453	0.011600
1167.5	99.700	2285.3	1.3450	0.011600
1168.5	99.700	2287.3	1.3452	0.011600
1169.4	99.700	2289.2	1.3451	0.010700
1170.4	99.700	2291.1	1.3454	0.010700
1171.4	99.700	2293.0	1.3454	0.010700
