# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# Interstellar mix - 10 K - H2O:CH3OH:CO:NH3 = 100:50:1:1
# http://www.astrochem.org/data/ISMix.php

Freq.	%T,10K	n, 10K	k, 10K
#(cm-1)
726.25	86.176	1.3950	0.29649
727.22	86.182	1.3957	0.29581
728.18	86.189	1.3924	0.29587
729.15	86.096	1.3932	0.29753
730.11	86.102	1.3900	0.29757
731.07	86.109	1.3871	0.29754
732.04	86.115	1.3881	0.29682
733.00	86.122	1.3849	0.29684
733.97	86.029	1.3860	0.29845
734.93	86.035	1.3817	0.29869
735.90	86.042	1.3830	0.29789
736.86	85.948	1.3790	0.30046
737.83	85.955	1.3790	0.29988
738.79	85.962	1.3762	0.29983
739.75	85.968	1.3735	0.29979
740.72	85.975	1.3749	0.29897
741.68	85.881	1.3709	0.30152
742.65	85.888	1.3711	0.30093
743.61	85.895	1.3668	0.30116
744.58	85.901	1.3675	0.30049
745.54	85.908	1.3636	0.30064
746.51	85.914	1.3648	0.29988
747.47	85.821	1.3618	0.30223
748.43	85.928	1.3589	0.29983
749.40	85.834	1.3601	0.30144
750.36	85.841	1.3555	0.30171
751.33	85.847	1.3561	0.30108
752.29	85.854	1.3519	0.30128
753.26	85.861	1.3526	0.30059
754.22	85.867	1.3485	0.30079
755.19	85.874	1.3492	0.30010
756.15	85.880	1.3467	0.30004
757.11	85.887	1.3439	0.29998
758.08	85.894	1.3448	0.29927
759.04	85.900	1.3409	0.29943
760.01	85.907	1.3419	0.29869
760.97	85.913	1.3385	0.29877
761.94	85.820	1.3392	0.30045
762.90	85.827	1.3338	0.30086
763.87	85.933	1.3341	0.29792
764.83	85.940	1.3321	0.29773
765.79	85.947	1.3295	0.29763
766.76	85.953	1.3306	0.29693
767.72	85.960	1.3268	0.29703
768.69	85.966	1.3282	0.29627
769.65	85.873	1.3236	0.29887
770.62	85.980	1.3237	0.29596
771.58	85.986	1.3202	0.29606
772.55	85.993	1.3211	0.29535
773.51	85.999	1.3173	0.29550
774.48	86.006	1.3180	0.29483
775.44	86.013	1.3154	0.29473
776.40	86.019	1.3126	0.29470
777.37	86.026	1.3133	0.29405
778.33	86.032	1.3090	0.29426
779.30	86.039	1.3091	0.29370
780.26	86.146	1.3051	0.29151
781.23	86.152	1.3066	0.29074
782.19	86.159	1.3031	0.29081
783.16	86.165	1.3041	0.29013
784.12	86.172	1.3003	0.29023
785.09	86.179	1.3010	0.28958
786.05	86.185	1.2984	0.28951
787.01	86.192	1.2954	0.28948
787.98	86.198	1.2954	0.28897
788.94	86.305	1.2914	0.28678
789.91	86.312	1.2928	0.28603
790.87	86.318	1.2891	0.28613
791.84	86.325	1.2895	0.28555
792.80	86.431	1.2861	0.28328
793.77	86.338	1.2869	0.28495
794.73	86.445	1.2840	0.28258
795.69	86.451	1.2818	0.28244
796.66	86.458	1.2825	0.28181
797.62	86.464	1.2781	0.28201
798.59	86.571	1.2789	0.27907
799.55	86.578	1.2757	0.27905
800.52	86.584	1.2766	0.27843
801.48	86.591	1.2723	0.27859
802.45	86.697	1.2730	0.27569
803.41	86.704	1.2712	0.27546
804.37	86.711	1.2688	0.27533
805.34	86.717	1.2690	0.27481
806.30	86.824	1.2653	0.27257
807.27	86.831	1.2668	0.27186
808.23	86.837	1.2632	0.27192
809.20	86.844	1.2634	0.27139
810.16	86.950	1.2597	0.26918
811.13	86.957	1.2608	0.26852
812.09	86.964	1.2581	0.26843
813.05	87.070	1.2556	0.26604
814.02	87.077	1.2568	0.26538
814.98	87.083	1.2529	0.26548
815.95	87.190	1.2537	0.26260
816.91	87.197	1.2506	0.26255
817.88	87.203	1.2509	0.26204
818.84	87.310	1.2473	0.25980
819.81	87.316	1.2481	0.25923
820.77	87.423	1.2461	0.25677
821.73	87.430	1.2443	0.25654
822.70	87.436	1.2447	0.25603
823.66	87.543	1.2413	0.25377
824.63	87.549	1.2421	0.25320
825.59	87.656	1.2391	0.25089
826.56	87.663	1.2405	0.25024
827.52	87.669	1.2369	0.25027
828.49	87.776	1.2376	0.24747
829.45	87.782	1.2344	0.24743
830.42	87.889	1.2354	0.24461
831.38	87.896	1.2339	0.24434
832.34	87.902	1.2314	0.24423
833.31	88.009	1.2320	0.24146
834.27	88.015	1.2289	0.24142
835.24	88.122	1.2297	0.23864
836.20	88.129	1.2268	0.23855
837.17	88.235	1.2278	0.23578
838.13	88.242	1.2253	0.23564
839.10	88.248	1.2256	0.23518
840.06	88.355	1.2234	0.23278
841.02	88.362	1.2212	0.23260
841.99	88.468	1.2214	0.22995
842.95	88.575	1.2190	0.22759
843.92	88.582	1.2201	0.22703
844.88	88.688	1.2174	0.22472
845.85	88.695	1.2184	0.22419
846.81	88.801	1.2157	0.22189
847.78	88.808	1.2165	0.22137
848.74	88.915	1.2148	0.21895
849.70	88.921	1.2129	0.21875
850.67	89.028	1.2133	0.21611
851.63	89.134	1.2112	0.21375
852.60	89.141	1.2124	0.21323
853.56	89.248	1.2100	0.21089
854.53	89.254	1.2110	0.21040
855.49	89.361	1.2085	0.20808
856.46	89.367	1.2092	0.20762
857.42	89.474	1.2072	0.20525
858.38	89.581	1.2062	0.20280
859.35	89.587	1.2072	0.20233
860.31	89.694	1.2046	0.20003
861.28	89.800	1.2062	0.19737
862.24	89.807	1.2046	0.19712
863.21	89.814	1.2050	0.19670
864.17	89.920	1.2021	0.19445
865.14	90.027	1.2032	0.19184
866.10	90.033	1.2006	0.19170
867.07	90.240	1.2016	0.18700
868.03	90.247	1.2011	0.18667
868.99	90.353	1.2002	0.18428
869.96	90.360	1.2012	0.18383
870.92	90.466	1.1989	0.18155
871.89	90.573	1.2005	0.17898
872.85	90.580	1.1987	0.17874
873.82	90.686	1.1994	0.17626
874.78	90.793	1.1982	0.17390
875.75	90.799	1.1994	0.17349
876.71	90.906	1.1984	0.17112
877.67	90.913	1.1972	0.17085
878.64	91.019	1.1976	0.16842
879.60	91.126	1.1958	0.16612
880.57	91.232	1.1971	0.16366
881.53	91.339	1.1962	0.16131
882.50	91.346	1.1976	0.16090
883.46	91.452	1.1959	0.15863
884.43	91.559	1.1974	0.15617
885.39	91.566	1.1968	0.15587
886.35	91.672	1.1957	0.15359
887.32	91.779	1.1970	0.15117
888.28	91.885	1.1964	0.14887
889.25	91.892	1.1978	0.14848
890.21	91.999	1.1967	0.14620
891.18	92.005	1.1977	0.14585
892.14	92.112	1.1960	0.14361
893.11	92.218	1.1970	0.14127
894.07	92.325	1.1968	0.13898
895.03	92.432	1.1970	0.13667
896.00	92.438	1.1983	0.13634
896.96	92.545	1.1970	0.13410
897.93	92.651	1.1984	0.13179
898.89	92.758	1.1982	0.12954
899.86	92.765	1.1997	0.12919
900.82	92.871	1.1986	0.12699
901.79	92.978	1.2003	0.12469
902.75	92.984	1.1996	0.12445
903.72	93.091	1.2004	0.12219
904.68	93.198	1.2003	0.11997
905.64	93.304	1.2004	0.11777
906.61	93.411	1.2024	0.11552
907.57	93.417	1.2021	0.11527
908.54	93.524	1.2032	0.11305
909.50	93.631	1.2032	0.11087
910.47	93.637	1.2046	0.11059
911.43	93.744	1.2038	0.10843
912.40	93.850	1.2052	0.10626
913.36	93.957	1.2051	0.10411
914.33	94.064	1.2072	0.10193
915.29	94.070	1.2076	0.10169
916.25	94.177	1.2075	0.099562
917.22	94.283	1.2091	0.097438
918.18	94.390	1.2096	0.095319
919.15	94.397	1.2113	0.095057
920.11	94.503	1.2109	0.092979
921.08	94.610	1.2126	0.090873
922.04	94.717	1.2132	0.088786
923.01	94.723	1.2149	0.088559
923.97	94.830	1.2151	0.086489
924.93	94.936	1.2158	0.084445
925.90	95.043	1.2180	0.082387
926.86	95.050	1.2184	0.082162
927.83	95.156	1.2197	0.080139
928.79	95.263	1.2202	0.078111
929.76	95.369	1.2225	0.076112
930.72	95.376	1.2234	0.075898
931.68	95.483	1.2239	0.073894
932.65	95.589	1.2258	0.071921
933.61	95.696	1.2270	0.069939
934.58	95.702	1.2290	0.069761
935.54	95.809	1.2295	0.067790
936.51	95.916	1.2317	0.065841
937.47	95.922	1.2326	0.065665
938.44	96.029	1.2341	0.063725
939.40	96.135	1.2351	0.061810
940.37	96.242	1.2375	0.059902
941.33	96.249	1.2389	0.059726
942.29	96.355	1.2399	0.057836
943.26	96.462	1.2421	0.055952
944.22	96.568	1.2438	0.054092
945.19	96.575	1.2462	0.053941
946.15	96.682	1.2476	0.052075
947.12	96.688	1.2497	0.051942
948.08	96.795	1.2506	0.050084
949.05	96.901	1.2530	0.048274
950.01	97.008	1.2552	0.046458
950.97	97.015	1.2573	0.046320
951.94	97.121	1.2598	0.044540
952.90	97.128	1.2615	0.044401
953.87	97.234	1.2639	0.042634
954.83	97.241	1.2656	0.042499
955.80	97.348	1.2678	0.040726
956.76	97.454	1.2700	0.038983
957.73	97.461	1.2728	0.038874
958.69	97.568	1.2748	0.037127
959.66	97.574	1.2775	0.037035
960.62	97.681	1.2796	0.035302
961.58	97.787	1.2825	0.033611
962.55	97.794	1.2859	0.033525
963.51	97.801	1.2880	0.033413
964.48	97.907	1.2909	0.031740
965.44	97.914	1.2934	0.031640
966.41	98.020	1.2965	0.029983
967.37	98.027	1.2991	0.029888
968.34	98.134	1.3025	0.028234
969.30	98.140	1.3055	0.028162
970.26	98.247	1.3087	0.026521
971.23	98.253	1.3124	0.026460
972.19	98.360	1.3159	0.024837
973.16	98.367	1.3202	0.024769
974.12	98.373	1.3237	0.024704
975.09	98.380	1.3275	0.024621
976.05	98.486	1.3313	0.023035
977.02	98.493	1.3361	0.022964
977.98	98.500	1.3404	0.022882
978.94	98.506	1.3448	0.022812
979.91	98.513	1.3496	0.022726
980.87	98.519	1.3543	0.022646
981.84	98.526	1.3595	0.022550
982.80	98.533	1.3646	0.022446
983.77	98.539	1.3706	0.022350
984.73	98.546	1.3767	0.022231
985.70	98.452	1.3833	0.023566
986.66	98.459	1.3899	0.023417
987.63	98.366	1.3975	0.024684
988.59	98.272	1.4050	0.025938
989.55	98.179	1.4132	0.027137
990.52	97.985	1.4224	0.029719
991.48	97.792	1.4314	0.032238
992.45	97.499	1.4416	0.036088
993.41	97.205	1.4518	0.039881
994.38	96.712	1.4632	0.046361
995.34	96.218	1.4739	0.052802
996.31	95.525	1.4858	0.061915
997.27	94.832	1.4972	0.070983
998.23	93.838	1.5081	0.084321
999.20	92.845	1.5173	0.097793
1000.2	91.652	1.5338	0.11352
1001.1	90.358	1.5314	0.13275
1002.1	89.065	1.5423	0.15080
1003.1	87.671	1.5556	0.17023
1004.0	86.178	1.5437	0.19496
1005.0	84.785	1.5499	0.21609
1006.0	83.391	1.5586	0.23718
1006.9	82.098	1.5340	0.26264
1007.9	80.904	1.5499	0.27994
1008.8	79.811	1.5185	0.30452
1009.8	78.818	1.5176	0.32212
1010.8	77.924	1.5205	0.33744
1011.7	77.231	1.4813	0.35798
1012.7	76.537	1.4789	0.37125
1013.7	76.044	1.4814	0.37974
1014.6	75.551	1.4378	0.39849
1015.6	75.157	1.4362	0.40624
1016.6	74.764	1.4399	0.41281
1017.5	74.470	1.3936	0.42900
1018.5	74.177	1.3935	0.43461
1019.5	73.784	1.3984	0.44111
1020.4	73.490	1.3472	0.45917
1021.4	73.197	1.3692	0.45956
1022.3	72.903	1.3156	0.47880
1023.3	72.710	1.3116	0.48352
1024.3	72.517	1.3131	0.48691
1025.2	72.423	1.2541	0.50403
1026.2	72.430	1.2467	0.50534
1027.2	72.536	1.2448	0.50297
1028.1	72.743	1.1825	0.51469
1029.1	72.950	1.1730	0.51192
1030.1	73.356	1.1682	0.50328
1031.0	73.863	1.1045	0.50835
1032.0	74.369	1.0939	0.49855
1033.0	75.076	1.0876	0.48287
1033.9	75.783	1.0237	0.48239
1034.9	76.689	1.0359	0.45662
1035.8	77.596	0.97717	0.44887
1036.8	78.703	0.96924	0.42291
1037.8	79.709	0.96406	0.39903
1038.7	80.916	0.91472	0.37940
1039.7	82.222	0.91150	0.34726
1040.7	83.529	0.91036	0.31524
1041.6	84.836	0.87732	0.28792
1042.6	86.242	0.88229	0.25303
1043.6	87.549	0.88730	0.22144
1044.5	88.955	0.87169	0.18930
1045.5	90.362	0.88543	0.15646
1046.5	91.669	0.89898	0.12725
1047.4	92.875	0.90131	0.10096
1048.4	93.982	0.92087	0.078412
1049.4	94.988	0.93875	0.058932
1050.3	95.795	0.94979	0.043644
1051.3	96.502	0.96927	0.031668
1052.2	97.208	0.98206	0.019517
1053.2	97.715	0.99970	0.012012
1054.2	98.121	1.0147	0.0063002
1055.1	98.528	1.0275	0.00049162
1056.1	98.735	1.0413	0.0000
1057.1	98.941	1.0531	0.0000
1058.0	99.048	1.0631	0.0000
1059.0	99.254	1.0731	0.0000
1060.0	99.261	1.0821	0.0000
1060.9	99.368	1.0898	0.0000
1061.9	99.474	1.0975	0.0000
1062.9	99.481	1.1044	0.0000
1063.8	99.587	1.1111	0.0000
1064.8	99.594	1.1169	0.0000
1065.7	99.601	1.1226	0.0000
1066.7	99.707	1.1278	0.0000
1067.7	99.714	1.1332	0.0000
1068.6	99.720	1.1383	0.0000
1069.6	99.727	1.1426	0.0000
1070.6	99.734	1.1465	0.0000
1071.5	99.840	1.1512	0.0000
1072.5	99.747	1.1550	0.0000
1073.5	99.854	1.1585	0.0000
1074.4	99.860	1.1629	0.0000
1075.4	99.867	1.1664	0.0000
1076.4	99.873	1.1698	0.0000
1077.3	99.880	1.1735	0.0000
1078.3	99.887	1.1766	0.0000
1079.3	99.893	1.1796	0.0000
1080.2	99.900	1.1830	0.0000
1081.2	99.900	1.1856	0.0000
1082.1	99.900	1.1888	0.0000
1083.1	99.900	1.1913	0.0000
1084.1	100.00	1.1945	0.0000
1085.0	99.900	1.1980	0.0000
1086.0	99.900	1.2003	0.0000
1087.0	99.900	1.2029	0.0000
1087.9	99.900	1.2058	0.0000
1088.9	99.900	1.2085	0.0000
1089.9	99.900	1.2114	0.0000
1090.8	99.800	1.2141	0.0000
1091.8	99.800	1.2162	0.0000
1092.8	99.800	1.2186	0.0000
1093.7	99.800	1.2213	0.0000
1094.7	99.800	1.2242	0.0000
1095.6	99.700	1.2268	0.0000
1096.6	99.700	1.2293	0.0000
1097.6	99.700	1.2325	0.0000
1098.5	99.600	1.2354	0.0014300
1099.5	99.500	1.2382	0.0030022
1100.5	99.400	1.2411	0.0045676
1101.4	99.300	1.2431	0.0060723
1102.4	99.200	1.2460	0.0076203
1103.4	99.100	1.2494	0.0091882
1104.3	98.900	1.2512	0.012061
1105.3	98.700	1.2539	0.014972
1106.3	98.500	1.2568	0.017879
1107.2	98.300	1.2572	0.020676
1108.2	98.000	1.2606	0.024992
1109.1	97.800	1.2595	0.027737
1110.1	97.500	1.2616	0.032000
1111.1	97.200	1.2634	0.036252
1112.0	96.900	1.2599	0.040371
1113.0	96.700	1.2609	0.043196
1114.0	96.400	1.2622	0.047454
1114.9	96.100	1.2568	0.051589
1115.9	95.900	1.2566	0.054408
1116.9	95.700	1.2568	0.057237
1117.8	95.500	1.2502	0.059967
1118.8	95.300	1.2498	0.062803
1119.8	95.100	1.2490	0.065641
1120.7	95.000	1.2405	0.066925
1121.7	94.900	1.2395	0.068309
1122.7	94.800	1.2381	0.069689
1123.6	94.800	1.2285	0.069482
1124.6	94.900	1.2307	0.067970
1125.5	94.900	1.2225	0.067756
1126.5	94.900	1.2215	0.067665
1127.5	95.000	1.2202	0.066088
1128.4	95.100	1.2118	0.064350
1129.4	95.300	1.2113	0.061306
1130.4	95.400	1.2107	0.059745
1131.3	95.600	1.2035	0.056510
1132.3	95.800	1.2032	0.053486
1133.3	96.100	1.2030	0.049013
1134.2	96.300	1.1980	0.045828
1135.2	96.600	1.1988	0.041427
1136.2	96.800	1.1991	0.038482
1137.1	97.200	1.1961	0.032494
1138.1	97.400	1.1993	0.029740
1139.0	97.700	1.1975	0.025303
1140.0	98.000	1.2000	0.021137
1141.0	98.200	1.2020	0.018394
1141.9	98.500	1.2023	0.014160
1142.9	98.700	1.2054	0.011531
1143.9	98.900	1.2080	0.0088961
1144.8	99.100	1.2100	0.0062361
1145.8	99.200	1.2131	0.0050561
1146.8	99.300	1.2157	0.0038419
1147.7	99.400	1.2176	0.0025911
1148.7	99.500	1.2202	0.0013967
1149.7	99.600	1.2230	0.00022030
1150.6	99.600	1.2254	0.00037670
1151.6	99.600	1.2277	0.00051880
1152.6	99.600	1.2297	0.00064373
1153.5	99.600	1.2313	0.00074387
1154.5	99.600	1.2333	0.00086880
1155.4	99.500	1.2345	0.0022736
1156.4	99.500	1.2355	0.0023289
1157.4	99.500	1.2369	0.0024080
1158.3	99.400	1.2374	0.0037651
1159.3	99.400	1.2378	0.0037842
1160.3	99.400	1.2385	0.0038128
1161.2	99.400	1.2385	0.0038090
1162.2	99.400	1.2389	0.0038223
1163.2	99.500	1.2396	0.0025275
1164.1	99.500	1.2402	0.0025573
1165.1	99.500	1.2407	0.0025821
1166.1	99.600	1.2415	0.0013006
1167.0	99.600	1.2422	0.0013423
1168.0	99.600	1.2428	0.0013702
1168.9	99.700	1.2434	8.7976e-05
1169.9	99.700	1.2443	0.00013781
1170.9	99.800	1.2452	0.0000
1171.8	99.800	1.2464	0.0000
1172.8	99.800	1.2471	0.0000
1173.8	99.900	1.2481	0.0000
1174.7	99.900	1.2495	0.0000
1175.7	99.900	1.2505	0.0000
1176.7	99.900	1.2514	0.0000
1177.6	99.900	1.2524	0.0000
1178.6	99.900	1.2532	0.0000
1179.6	99.900	1.2540	0.0000
1180.5	99.900	1.2548	0.0000
1181.5	99.900	1.2554	0.0000
1182.4	99.900	1.2563	0.0000
1183.4	99.900	1.2569	0.0000
1184.4	99.900	1.2576	0.0000
1185.3	99.900	1.2583	0.0000
1186.3	99.900	1.2589	0.0000
1187.3	99.900	1.2595	0.0000
1188.2	99.900	1.2602	0.0000
1189.2	99.900	1.2608	0.0000
1190.2	99.900	1.2614	0.0000
1191.1	99.900	1.2620	0.0000
1192.1	99.900	1.2626	0.0000
1193.1	99.900	1.2631	0.0000
1194.0	99.900	1.2638	0.0000
1195.0	99.900	1.2643	0.0000
1196.0	99.900	1.2648	0.0000
1196.9	99.900	1.2654	0.0000
1197.9	99.900	1.2658	0.0000
1198.8	99.900	1.2664	0.0000
1199.8	99.900	1.2669	0.0000
1200.8	99.900	1.2674	0.0000
1201.7	99.900	1.2679	0.0000
1202.7	99.900	1.2684	0.0000
1203.7	99.900	1.2689	0.0000
1204.6	99.900	1.2694	0.0000
1205.6	99.900	1.2699	0.0000
1206.6	99.900	1.2703	0.0000
1207.5	99.900	1.2708	0.0000
1208.5	99.900	1.2713	0.0000
1209.5	99.900	1.2717	0.0000
1210.4	99.900	1.2722	0.0000
1211.4	99.900	1.2726	0.0000
1212.3	99.900	1.2731	0.0000
1213.3	99.900	1.2735	0.0000
1214.3	99.900	1.2739	0.0000
1215.2	99.900	1.2744	0.0000
1216.2	99.900	1.2748	0.0000
1217.2	99.900	1.2752	0.0000
1218.1	99.900	1.2756	0.0000
1219.1	99.900	1.2760	0.0000
1220.1	99.900	1.2764	0.0000
1221.0	99.900	1.2769	0.0000
1222.0	99.900	1.2772	0.0000
1223.0	99.900	1.2776	0.0000
1223.9	99.900	1.2780	0.0000
1224.9	99.900	1.2784	0.0000
1225.9	99.900	1.2788	0.0000
1226.8	99.900	1.2792	0.0000
1227.8	99.900	1.2795	0.0000
1228.7	99.900	1.2799	0.0000
1229.7	99.900	1.2803	0.0000
1230.7	99.900	1.2806	0.0000
1231.6	99.900	1.2810	0.0000
1232.6	99.900	1.2813	0.0000
1233.6	99.900	1.2815	0.0000
1234.5	100.00	1.2823	0.0000
1235.5	99.900	1.2830	0.0000
1236.5	99.900	1.2831	0.0000
1237.4	99.900	1.2834	0.0000
1238.4	99.900	1.2838	0.0000
1239.4	99.900	1.2841	0.0000
1240.3	99.900	1.2844	0.0000
1241.3	99.900	1.2848	0.0000
1242.2	99.900	1.2851	0.0000
1243.2	99.900	1.2854	0.0000
1244.2	99.900	1.2858	0.0000
1245.1	99.900	1.2861	0.0000
1246.1	99.900	1.2864	0.0000
1247.1	99.900	1.2868	0.0000
1248.0	99.900	1.2871	0.0000
1249.0	99.900	1.2874	0.0000
1250.0	99.900	1.2878	0.0000
1250.9	99.900	1.2881	0.0000
1251.9	99.900	1.2884	0.0000
1252.9	99.900	1.2887	0.0000
1253.8	99.900	1.2890	0.0000
1254.8	99.900	1.2894	0.0000
1255.8	99.900	1.2897	0.0000
1256.7	99.900	1.2900	0.0000
1257.7	99.900	1.2903	0.0000
1258.6	99.900	1.2906	0.0000
1259.6	99.900	1.2908	0.0000
1260.6	99.900	1.2911	0.0000
1261.5	99.900	1.2912	0.0000
1262.5	100.00	1.2918	0.0000
1263.5	99.900	1.2925	0.0000
1264.4	99.900	1.2925	0.0000
1265.4	99.900	1.2925	0.0000
1266.4	100.00	1.2931	0.0000
1267.3	99.900	1.2935	3.8862e-05
1268.3	100.00	1.2938	0.0000
1269.3	100.00	1.2947	0.0000
1270.2	99.900	1.2951	0.00011063
1271.2	99.900	1.2950	0.00010633
1272.1	99.900	1.2950	0.00010443
1273.1	100.00	1.2956	0.0000
1274.1	99.900	1.2960	0.00014830
1275.0	100.00	1.2965	0.0000
1276.0	99.900	1.2970	0.00019264
1277.0	99.900	1.2971	0.00019503
1277.9	99.900	1.2973	0.00020218
1278.9	99.900	1.2976	0.00021291
1279.9	99.900	1.2979	0.00022459
1280.8	99.900	1.2981	0.00023413
1281.8	99.900	1.2984	0.00024629
1282.8	99.900	1.2987	0.00025845
1283.7	99.900	1.2989	0.00026870
1284.7	99.900	1.2993	0.00028133
1285.6	99.900	1.2995	0.00029135
1286.6	99.900	1.2998	0.00030375
1287.6	99.900	1.3001	0.00031710
1288.5	99.900	1.3004	0.00032663
1289.5	99.900	1.3007	0.00033951
1290.5	99.900	1.3010	0.00035191
1291.4	99.900	1.3012	0.00036192
1292.4	99.900	1.3016	0.00037479
1293.4	99.900	1.3019	0.00038743
1294.3	99.900	1.3021	0.00039673
1295.3	99.900	1.3024	0.00040960
1296.3	99.900	1.3028	0.00042248
1297.2	99.900	1.3030	0.00043201
1298.2	99.900	1.3033	0.00044441
1299.2	99.900	1.3036	0.00045729
1300.1	99.900	1.3039	0.00046635
1301.1	99.900	1.3042	0.00047970
1302.0	99.900	1.3044	0.00048852
1303.0	99.900	1.3047	0.00050020
1304.0	99.900	1.3050	0.00051212
1304.9	99.900	1.3052	0.00051928
1305.9	99.900	1.3054	0.00052452
1306.9	100.00	1.3061	0.0000
1307.8	99.900	1.3067	0.00057769
1308.8	99.900	1.3068	0.00058174
1309.8	99.900	1.3071	0.00059223
1310.7	99.900	1.3073	0.00059938
1311.7	99.900	1.3076	0.00061178
1312.7	99.900	1.3079	0.00062370
1313.6	99.900	1.3081	0.00063157
1314.6	99.900	1.3085	0.00064516
1315.5	99.900	1.3087	0.00065231
1316.5	99.900	1.3089	0.00066328
1317.5	99.900	1.3091	0.00066805
1318.4	100.00	1.3097	0.0000
1319.4	99.900	1.3103	0.00071573
1320.4	99.900	1.3103	0.00071478
1321.3	100.00	1.3108	0.0000
1322.3	99.900	1.3115	0.00076294
1323.3	99.900	1.3117	0.00076842
1324.2	99.900	1.3119	0.00077486
1325.2	99.900	1.3122	0.00078773
1326.2	99.900	1.3125	0.00080037
1327.1	99.900	1.3128	0.00080967
1328.1	99.900	1.3131	0.00082326
1329.1	99.900	1.3135	0.00083733
1330.0	99.900	1.3138	0.00084591
1331.0	99.900	1.3142	0.00086188
1331.9	99.900	1.3145	0.00087142
1332.9	99.900	1.3149	0.00088620
1333.9	99.900	1.3153	0.00090075
1334.8	99.900	1.3155	0.00091076
1335.8	99.900	1.3159	0.00092602
1336.8	99.900	1.3164	0.00094151
1337.7	99.900	1.3166	0.00095177
1338.7	99.900	1.3171	0.00096726
1339.7	99.900	1.3175	0.00098348
1340.6	99.900	1.3178	0.00099397
1341.6	99.900	1.3183	0.0010109
1342.6	99.900	1.3188	0.0010283
1343.5	99.900	1.3191	0.0010393
1344.5	99.900	1.3196	0.0010593
1345.4	99.900	1.3200	0.0010717
1346.4	99.900	1.3205	0.0010912
1347.4	99.900	1.3211	0.0011113
1348.3	99.900	1.3216	0.0011277
1349.3	99.900	1.3224	0.0011573
1350.3	99.800	1.3229	0.0022430
1351.2	99.800	1.3229	0.0022392
1352.2	99.800	1.3232	0.0022511
1353.2	99.800	1.3237	0.0022666
1354.1	99.800	1.3239	0.0022724
1355.1	99.800	1.3245	0.0022898
1356.1	99.800	1.3251	0.0023091
1357.0	99.800	1.3254	0.0023189
1358.0	99.800	1.3262	0.0023465
1358.9	99.800	1.3268	0.0023642
1359.9	99.700	1.3274	0.0034409
1360.9	99.700	1.3277	0.0034499
1361.8	99.700	1.3278	0.0034509
1362.8	99.700	1.3285	0.0034697
1363.8	99.700	1.3293	0.0034924
1364.7	99.700	1.3297	0.0035057
1365.7	99.600	1.3304	0.0045776
1366.7	99.600	1.3308	0.0045877
1367.6	99.600	1.3309	0.0045872
1368.6	99.600	1.3316	0.0046067
1369.6	99.600	1.3325	0.0046310
1370.5	99.600	1.3330	0.0046430
1371.5	99.500	1.3338	0.0057130
1372.5	99.500	1.3345	0.0057290
1373.4	99.500	1.3348	0.0057330
1374.4	99.400	1.3359	0.0068078
1375.3	99.400	1.3357	0.0067978
1376.3	99.400	1.3366	0.0068190
1377.3	99.400	1.3379	0.0068493
1378.2	99.300	1.3381	0.0078931
1379.2	99.300	1.3391	0.0079153
1380.2	99.200	1.3402	0.0089800
1381.1	99.200	1.3402	0.0089746
1382.1	99.100	1.3415	0.010041
1383.1	99.000	1.3424	0.011096
1384.0	99.000	1.3421	0.011084
1385.0	98.900	1.3433	0.012145
1386.0	98.800	1.3443	0.013198
1386.9	98.800	1.3438	0.013180
1387.9	98.700	1.3458	0.014253
1388.8	98.600	1.3451	0.015270
1389.8	98.600	1.3466	0.015288
1390.8	98.400	1.3481	0.017386
1391.7	98.300	1.3468	0.018396
1392.7	98.300	1.3482	0.018406
1393.7	98.100	1.3498	0.020502
1394.6	98.000	1.3483	0.021511
1395.6	97.900	1.3494	0.022557
1396.6	97.800	1.3507	0.023602
1397.5	97.700	1.3492	0.024613
1398.5	97.600	1.3507	0.025661
1399.5	97.400	1.3521	0.027750
1400.4	97.300	1.3499	0.028759
1401.4	97.200	1.3527	0.029813
1402.3	97.000	1.3503	0.031876
1403.3	96.900	1.3514	0.032914
1404.3	96.700	1.3526	0.035005
1405.2	96.600	1.3494	0.036019
1406.2	96.500	1.3508	0.037058
1407.2	96.300	1.3521	0.039152
1408.1	96.200	1.3487	0.040173
1409.1	96.000	1.3497	0.042272
1410.1	95.900	1.3509	0.043307
1411.0	95.700	1.3467	0.045401
1412.0	95.600	1.3474	0.046437
1413.0	95.500	1.3484	0.047473
1413.9	95.400	1.3441	0.048507
1414.9	95.200	1.3450	0.050618
1415.9	95.100	1.3456	0.051655
1416.8	95.000	1.3403	0.052697
1417.8	94.900	1.3432	0.053735
1418.7	94.900	1.3379	0.053699
1419.7	94.700	1.3386	0.055821
1420.7	94.700	1.3390	0.055781
1421.6	94.700	1.3336	0.055740
1422.6	94.600	1.3346	0.056783
1423.6	94.600	1.3356	0.056743
1424.5	94.500	1.3298	0.057782
1425.5	94.500	1.3304	0.057741
1426.5	94.500	1.3312	0.057700
1427.4	94.500	1.3254	0.057646
1428.4	94.500	1.3261	0.057607
