# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# Interstellar mix - 10 K - H2O:CH3OH:CO:NH3 = 100:10:1:1
# http://www.astrochem.org/data/ISMix.php

Freq.	%T,10K	n, 10K	k, 10K
#(cm-1)
1431.3	91.100	1.3340	0.040449
1432.3	91.100	1.3352	0.040431
1433.2	91.100	1.3314	0.040365
1434.2	91.200	1.3345	0.039319
1435.1	91.200	1.3314	0.039258
1436.1	91.200	1.3329	0.039248
1437.1	91.200	1.3341	0.039232
1438.0	91.300	1.3310	0.038124
1439.0	91.300	1.3328	0.038119
1440.0	91.400	1.3346	0.037071
1440.9	91.400	1.3325	0.037021
1441.9	91.400	1.3347	0.037021
1442.9	91.400	1.3372	0.037024
1443.8	91.300	1.3351	0.038015
1444.8	91.200	1.3372	0.039051
1445.8	91.000	1.3390	0.041118
1446.7	90.900	1.3353	0.042102
1447.7	90.800	1.3385	0.043142
1448.6	90.600	1.3340	0.045170
1449.6	90.600	1.3343	0.045140
1450.6	90.500	1.3346	0.046156
1451.5	90.600	1.3296	0.045037
1452.5	90.700	1.3306	0.043969
1453.5	90.800	1.3319	0.042906
1454.4	90.900	1.3286	0.041801
1455.4	91.000	1.3308	0.040758
1456.4	91.000	1.3331	0.040756
1457.3	91.000	1.3305	0.040699
1458.3	91.000	1.3330	0.040699
1459.3	90.900	1.3355	0.041730
1460.2	90.700	1.3321	0.043742
1461.2	90.600	1.3352	0.044776
1462.1	90.500	1.3308	0.045750
1463.1	90.400	1.3313	0.046762
1464.1	90.400	1.3317	0.046732
1465.0	90.400	1.3266	0.046655
1466.0	90.600	1.3275	0.044551
1467.0	90.700	1.3290	0.043499
1467.9	90.800	1.3256	0.042396
1468.9	91.000	1.3281	0.040335
1469.9	91.000	1.3310	0.040344
1470.8	91.000	1.3290	0.040293
1471.8	90.900	1.3318	0.041325
1472.8	90.800	1.3344	0.042350
1473.7	90.600	1.3314	0.044350
1474.7	90.400	1.3329	0.046393
1475.7	90.200	1.3340	0.048433
1476.6	90.000	1.3285	0.050435
1477.6	89.900	1.3305	0.051452
1478.5	89.900	1.3243	0.051372
1479.5	89.900	1.3242	0.051334
1480.5	90.000	1.3240	0.050257
1481.4	90.100	1.3185	0.049126
1482.4	90.300	1.3191	0.047025
1483.4	90.500	1.3203	0.044942
1484.3	90.600	1.3165	0.043825
1485.3	90.800	1.3182	0.041764
1486.3	90.900	1.3199	0.040740
1487.2	91.000	1.3169	0.039639
1488.2	91.100	1.3186	0.038621
1489.2	91.300	1.3207	0.036598
1490.1	91.300	1.3184	0.036532
1491.1	91.400	1.3219	0.035560
1492.0	91.500	1.3199	0.034487
1493.0	91.500	1.3222	0.034509
1494.0	91.500	1.3241	0.034520
1494.9	91.500	1.3217	0.034452
1495.9	91.600	1.3236	0.033460
1496.9	91.600	1.3257	0.033476
1497.8	91.600	1.3236	0.033415
1498.8	91.600	1.3254	0.033427
1499.8	91.600	1.3272	0.033435
1500.7	91.600	1.3250	0.033373
1501.7	91.600	1.3267	0.033382
1502.7	91.600	1.3284	0.033389
1503.6	91.600	1.3261	0.033328
1504.6	91.600	1.3295	0.033364
1505.5	91.500	1.3268	0.034293
1506.5	91.600	1.3284	0.033302
1507.5	91.500	1.3301	0.034300
1508.4	91.500	1.3272	0.034230
1509.4	91.600	1.3288	0.033242
1510.4	91.600	1.3308	0.033253
1511.3	91.600	1.3288	0.033198
1512.3	91.500	1.3304	0.034193
1513.3	91.500	1.3318	0.034192
1514.2	91.500	1.3293	0.034130
1515.2	91.500	1.3310	0.034134
1516.2	91.500	1.3328	0.034139
1517.1	91.400	1.3303	0.035066
1518.1	91.400	1.3315	0.035061
1519.1	91.400	1.3329	0.035058
1520.0	91.400	1.3302	0.034996
1521.0	91.400	1.3333	0.035019
1521.9	91.400	1.3307	0.034957
1522.9	91.400	1.3323	0.034959
1523.9	91.400	1.3340	0.034960
1524.8	91.400	1.3317	0.034904
1525.8	91.300	1.3333	0.035886
1526.8	91.300	1.3346	0.035880
1527.7	91.300	1.3318	0.035819
1528.7	91.300	1.3334	0.035819
1529.7	91.300	1.3351	0.035817
1530.6	91.300	1.3327	0.035761
1531.6	91.200	1.3343	0.036739
1532.6	91.200	1.3356	0.036731
1533.5	91.200	1.3328	0.036670
1534.5	91.200	1.3360	0.036690
1535.4	91.200	1.3335	0.036633
1536.4	91.100	1.3351	0.037607
1537.4	91.100	1.3364	0.037599
1538.3	91.100	1.3337	0.037541
1539.3	91.000	1.3351	0.038510
1540.3	91.000	1.3362	0.038497
1541.2	91.100	1.3334	0.037464
1542.2	91.000	1.3353	0.038437
1543.2	91.000	1.3367	0.038428
1544.1	91.000	1.3337	0.038368
1545.1	91.000	1.3354	0.038363
1546.1	91.000	1.3371	0.038358
1547.0	91.000	1.3344	0.038303
1548.0	90.900	1.3361	0.039268
1549.0	90.900	1.3374	0.039258
1549.9	90.900	1.3343	0.039196
1550.9	90.900	1.3377	0.039210
1551.8	90.900	1.3347	0.039153
1552.8	90.900	1.3366	0.039150
1553.8	90.800	1.3383	0.040110
1554.7	90.800	1.3351	0.040051
1555.7	90.800	1.3368	0.040042
1556.7	90.800	1.3387	0.040036
1557.6	90.700	1.3356	0.040946
1558.6	90.700	1.3370	0.040934
1559.6	90.700	1.3387	0.040925
1560.5	90.600	1.3353	0.041831
1561.5	90.700	1.3368	0.040853
1562.5	90.700	1.3389	0.040848
1563.4	90.600	1.3357	0.041755
1564.4	90.600	1.3390	0.041760
1565.3	90.600	1.3357	0.041702
1566.3	90.600	1.3374	0.041693
1567.3	90.600	1.3395	0.041685
1568.2	90.500	1.3362	0.042592
1569.2	90.500	1.3377	0.042578
1570.2	90.500	1.3394	0.042565
1571.1	90.500	1.3362	0.042510
1572.1	90.500	1.3382	0.042501
1573.1	90.400	1.3401	0.043449
1574.0	90.400	1.3365	0.043393
1575.0	90.400	1.3385	0.043382
1576.0	90.300	1.3402	0.044327
1576.9	90.300	1.3364	0.044269
1577.9	90.300	1.3400	0.044271
1578.8	90.300	1.3365	0.044215
1579.8	90.300	1.3384	0.044203
1580.8	90.300	1.3405	0.044190
1581.7	90.200	1.3371	0.045094
1582.7	90.200	1.3387	0.045078
1583.7	90.200	1.3407	0.045064
1584.6	90.100	1.3370	0.045966
1585.6	90.200	1.3388	0.044993
1586.6	90.100	1.3409	0.045935
1587.5	90.100	1.3372	0.045880
1588.5	90.100	1.3392	0.045866
1589.5	90.100	1.3414	0.045851
1590.4	90.000	1.3379	0.046754
1591.4	90.000	1.3396	0.046736
1592.4	90.000	1.3418	0.046719
1593.3	89.900	1.3380	0.047622
1594.3	89.900	1.3419	0.047615
1595.2	89.900	1.3383	0.047565
1596.2	89.800	1.3403	0.048499
1597.2	89.800	1.3420	0.048478
1598.1	89.800	1.3385	0.048429
1599.1	89.700	1.3405	0.049362
1600.1	89.700	1.3423	0.049339
1601.0	89.700	1.3386	0.049291
1602.0	89.600	1.3407	0.050222
1603.0	89.600	1.3425	0.050198
1603.9	89.600	1.3389	0.050151
1604.9	89.500	1.3410	0.051081
1605.9	89.500	1.3431	0.051056
1606.8	89.400	1.3389	0.051961
1607.8	89.400	1.3431	0.051944
1608.7	89.400	1.3392	0.051898
1609.7	89.300	1.3414	0.052825
1610.7	89.300	1.3436	0.052797
1611.6	89.200	1.3395	0.053706
1612.6	89.200	1.3416	0.053678
1613.6	89.100	1.3439	0.054599
1614.5	89.100	1.3397	0.054557
1615.5	89.000	1.3421	0.055480
1616.5	88.900	1.3441	0.056397
1617.4	88.900	1.3397	0.056359
1618.4	88.800	1.3420	0.057280
1619.4	88.700	1.3440	0.058196
1620.3	88.700	1.3394	0.058159
1621.3	88.600	1.3417	0.059078
1622.3	88.500	1.3438	0.059992
1623.2	88.500	1.3388	0.059958
1624.2	88.400	1.3439	0.060873
1625.1	88.300	1.3386	0.061797
1626.1	88.300	1.3408	0.061756
1627.1	88.200	1.3433	0.062668
1628.0	88.100	1.3381	0.063595
1629.0	88.000	1.3400	0.064511
1630.0	88.000	1.3423	0.064465
1630.9	87.900	1.3370	0.065394
1631.9	87.800	1.3390	0.066309
1632.9	87.800	1.3413	0.066261
1633.8	87.700	1.3360	0.067194
1634.8	87.600	1.3382	0.068108
1635.8	87.500	1.3404	0.069018
1636.7	87.400	1.3340	0.069959
1637.7	87.400	1.3392	0.069899
1638.6	87.300	1.3330	0.070839
1639.6	87.300	1.3352	0.070789
1640.6	87.200	1.3376	0.071700
1641.5	87.100	1.3311	0.072642
1642.5	87.100	1.3331	0.072591
1643.5	87.100	1.3356	0.072537
1644.4	87.000	1.3296	0.073477
1645.4	86.900	1.3317	0.074393
1646.4	86.800	1.3336	0.075305
1647.3	86.800	1.3267	0.075281
1648.3	86.800	1.3289	0.075229
1649.3	86.800	1.3314	0.075174
1650.2	86.700	1.3249	0.076112
1651.2	86.700	1.3273	0.076060
1652.2	86.600	1.3297	0.076974
1653.1	86.500	1.3225	0.077914
1654.1	86.500	1.3278	0.077855
1655.0	86.500	1.3207	0.077820
1656.0	86.500	1.3232	0.077769
1657.0	86.400	1.3255	0.078686
1657.9	86.400	1.3184	0.078647
1658.9	86.400	1.3208	0.078596
1659.9	86.300	1.3230	0.079515
1660.8	86.300	1.3158	0.079471
1661.8	86.300	1.3182	0.079421
1662.8	86.200	1.3204	0.080341
1663.7	86.200	1.3129	0.080292
1664.7	86.200	1.3150	0.080243
1665.7	86.200	1.3172	0.080193
1666.6	86.200	1.3100	0.080133
1667.6	86.200	1.3160	0.080094
1668.5	86.100	1.3085	0.081006
1669.5	86.100	1.3103	0.080958
1670.5	86.100	1.3123	0.080911
1671.4	86.100	1.3047	0.080837
1672.4	86.200	1.3070	0.079822
1673.4	86.100	1.3092	0.080751
1674.3	86.200	1.3019	0.079695
1675.3	86.100	1.3039	0.080629
1676.3	86.200	1.3057	0.079615
1677.2	86.200	1.2986	0.079520
1678.2	86.200	1.3004	0.079484
1679.2	86.300	1.3024	0.078476
1680.1	86.300	1.2953	0.078369
1681.1	86.300	1.3006	0.078365
1682.0	86.400	1.2933	0.077279
1683.0	86.400	1.2953	0.077251
1684.0	86.500	1.2973	0.076254
1684.9	86.500	1.2904	0.076128
1685.9	86.600	1.2924	0.075138
1686.9	86.600	1.2943	0.075112
1687.8	86.700	1.2874	0.074006
1688.8	86.800	1.2896	0.073029
1689.8	86.800	1.2915	0.073009
1690.7	86.900	1.2849	0.071896
1691.7	87.000	1.2871	0.070928
1692.7	87.000	1.2889	0.070913
1693.6	87.100	1.2824	0.069793
1694.6	87.200	1.2843	0.068828
1695.6	87.300	1.2862	0.067867
1696.5	87.300	1.2798	0.067693
1697.5	87.500	1.2845	0.065844
1698.4	87.600	1.2788	0.064726
1699.4	87.700	1.2811	0.063788
1700.4	87.700	1.2829	0.063789
1701.3	87.800	1.2770	0.062660
1702.3	87.900	1.2787	0.061714
1703.3	88.100	1.2804	0.059835
1704.2	88.200	1.2757	0.058729
1705.2	88.200	1.2775	0.058740
1706.2	88.400	1.2790	0.056870
1707.1	88.500	1.2744	0.055763
1708.1	88.600	1.2763	0.054853
1709.1	88.700	1.2781	0.053939
1710.0	88.800	1.2735	0.052830
1711.0	88.900	1.2776	0.052000
1711.9	89.000	1.2731	0.050894
1712.9	89.100	1.2748	0.049994
1713.9	89.200	1.2762	0.049084
1714.8	89.400	1.2723	0.047074
1715.8	89.500	1.2744	0.046202
1716.8	89.600	1.2763	0.045323
1717.7	89.600	1.2723	0.045151
1718.7	89.800	1.2738	0.043347
1719.7	89.900	1.2752	0.042463
1720.6	90.100	1.2720	0.040495
1721.6	90.200	1.2741	0.039644
1722.6	90.300	1.2757	0.038781
1723.5	90.400	1.2728	0.037736
1724.5	90.500	1.2761	0.036947
1725.4	90.600	1.2733	0.035910
1726.4	90.700	1.2750	0.035059
1727.4	90.800	1.2765	0.034204
1728.3	90.900	1.2740	0.033184
1729.3	91.000	1.2756	0.032341
1730.3	91.100	1.2770	0.031492
1731.2	91.200	1.2748	0.030488
1732.2	91.300	1.2763	0.029652
1733.2	91.400	1.2777	0.028811
1734.1	91.500	1.2758	0.027824
1735.1	91.600	1.2773	0.026996
1736.1	91.700	1.2787	0.026163
1737.0	91.800	1.2770	0.025197
1738.0	91.900	1.2786	0.024380
1739.0	92.000	1.2802	0.023565
1739.9	92.000	1.2787	0.023480
1740.9	92.100	1.2808	0.022696
1741.8	92.200	1.2794	0.021750
1742.8	92.300	1.2810	0.020945
1743.8	92.300	1.2822	0.020990
1744.7	92.400	1.2809	0.020050
1745.7	92.500	1.2823	0.019246
1746.7	92.500	1.2835	0.019288
1747.6	92.600	1.2823	0.018361
1748.6	92.700	1.2837	0.017560
1749.6	92.700	1.2848	0.017604
1750.5	92.800	1.2839	0.016695
1751.5	92.800	1.2850	0.016737
1752.5	92.900	1.2859	0.015918
1753.4	93.000	1.2852	0.015028
1754.4	93.000	1.2871	0.015107
1755.3	93.100	1.2864	0.014218
1756.3	93.100	1.2876	0.014269
1757.3	93.100	1.2884	0.014295
1758.2	93.200	1.2875	0.013402
1759.2	93.300	1.2887	0.012612
1760.2	93.300	1.2899	0.012660
1761.1	93.300	1.2892	0.012617
1762.1	93.400	1.2901	0.011817
1763.1	93.400	1.2910	0.011851
1764.0	93.500	1.2906	0.010988
1765.0	93.500	1.2917	0.011034
1766.0	93.500	1.2924	0.011060
1766.9	93.600	1.2920	0.010201
1767.9	93.600	1.2930	0.010244
1768.9	93.600	1.2937	0.010268
1769.8	93.700	1.2933	0.0094151
1770.8	93.700	1.2947	0.0094783
1771.7	93.700	1.2943	0.0094538
1772.7	93.700	1.2949	0.0094743
1773.7	93.800	1.2956	0.0086770
1774.6	93.800	1.2954	0.0086632
1775.6	93.800	1.2960	0.0086865
1776.6	93.900	1.2968	0.0078940
1777.5	93.900	1.2967	0.0078874
1778.5	93.900	1.2975	0.0079176
1779.5	93.900	1.2981	0.0079410
1780.4	93.900	1.2976	0.0079126
1781.4	94.000	1.2983	0.0071211
1782.4	94.000	1.2991	0.0071545
1783.3	94.000	1.2988	0.0071383
1784.3	94.000	1.2996	0.0071671
1785.2	94.100	1.2994	0.0063391
1786.2	94.100	1.3002	0.0063739
1787.2	94.100	1.3008	0.0063972
1788.1	94.100	1.3004	0.0063772
1789.1	94.200	1.3011	0.0055928
1790.1	94.200	1.3019	0.0056272
1791.0	94.200	1.3019	0.0056210
1792.0	94.200	1.3024	0.0056436
1793.0	94.200	1.3029	0.0056615
1793.9	94.200	1.3026	0.0056419
1794.9	94.300	1.3031	0.0048594
1795.9	94.300	1.3039	0.0048907
1796.8	94.300	1.3039	0.0048873
1797.8	94.300	1.3044	0.0049086
1798.8	94.300	1.3049	0.0049264
1799.7	94.300	1.3047	0.0049143
1800.7	94.300	1.3052	0.0049324
1801.6	94.400	1.3051	0.0041251
1802.6	94.400	1.3058	0.0041556
1803.6	94.400	1.3064	0.0041776
1804.5	94.400	1.3063	0.0041738
1805.5	94.400	1.3068	0.0041904
1806.5	94.400	1.3071	0.0042038
1807.4	94.400	1.3069	0.0041890
1808.4	94.500	1.3074	0.0034130
1809.4	94.500	1.3080	0.0034404
1810.3	94.500	1.3081	0.0034418
1811.3	94.500	1.3086	0.0034604
1812.3	94.500	1.3090	0.0034771
1813.2	94.500	1.3090	0.0034733
1814.2	94.500	1.3095	0.0034933
1815.1	94.500	1.3094	0.0034862
1816.1	94.500	1.3096	0.0034916
1817.1	94.600	1.3099	0.0027175
1818.0	94.600	1.3102	0.0027275
1819.0	94.600	1.3107	0.0027471
1820.0	94.600	1.3111	0.0027637
1820.9	94.600	1.3112	0.0027642
1821.9	94.600	1.3116	0.0027785
1822.9	94.600	1.3119	0.0027914
1823.8	94.600	1.3119	0.0027881
1824.8	94.600	1.3121	0.0027976
1825.8	94.600	1.3123	0.0028005
1826.7	94.700	1.3123	0.0020192
1827.7	94.700	1.3130	0.0020475
1828.6	94.700	1.3132	0.0020540
1829.6	94.700	1.3136	0.0020702
1830.6	94.700	1.3140	0.0020847
1831.5	94.700	1.3141	0.0020876
1832.5	94.700	1.3144	0.0021005
1833.5	94.700	1.3148	0.0021129
1834.4	94.700	1.3148	0.0021136
1835.4	94.700	1.3151	0.0021253
1836.4	94.700	1.3154	0.0021360
1837.3	94.700	1.3154	0.0021348
1838.3	94.700	1.3157	0.0021439
1839.3	94.700	1.3159	0.0021510
1840.2	94.700	1.3157	0.0021429
1841.2	94.800	1.3161	0.0013828
1842.2	94.800	1.3166	0.0014055
1843.1	94.800	1.3170	0.0014172
1844.1	94.700	1.3171	0.0021956
1845.0	94.800	1.3170	0.0014184
1846.0	94.800	1.3175	0.0014362
1847.0	94.800	1.3178	0.0014496
1847.9	94.800	1.3180	0.0014536
1848.9	94.800	1.3183	0.0014648
1849.9	94.800	1.3186	0.0014753
1850.8	94.800	1.3186	0.0014782
1851.8	94.800	1.3189	0.0014882
1852.8	94.800	1.3192	0.0014977
1853.7	94.800	1.3192	0.0014992
1854.7	94.800	1.3195	0.0015082
1855.7	94.800	1.3197	0.0015168
1856.6	94.800	1.3198	0.0015168
1857.6	94.800	1.3200	0.0015268
1858.5	94.800	1.3200	0.0015247
1859.5	94.800	1.3201	0.0015264
1860.5	94.900	1.3204	0.00077438
1861.4	94.900	1.3208	0.00079250
1862.4	94.800	1.3209	0.0015578
1863.4	94.900	1.3210	0.00079942
1864.3	94.900	1.3213	0.00081062
1865.3	94.900	1.3216	0.00082254
1866.3	94.900	1.3219	0.00083327
1867.2	94.900	1.3221	0.00083923
1868.2	94.900	1.3224	0.00084853
1869.2	94.900	1.3226	0.00085783
1870.1	94.900	1.3227	0.00086260
1871.1	94.900	1.3230	0.00087118
1872.1	94.900	1.3232	0.00088000
1873.0	94.900	1.3234	0.00088406
1874.0	94.900	1.3236	0.00089407
1874.9	94.900	1.3237	0.00089741
1875.9	94.900	1.3240	0.00090551
1876.9	94.900	1.3242	0.00091386
1877.8	94.900	1.3243	0.00091696
1878.8	94.900	1.3245	0.00092506
1879.8	94.900	1.3248	0.00093317
1880.7	94.900	1.3249	0.00093603
1881.7	94.900	1.3251	0.00094366
1882.7	94.900	1.3253	0.00095105
1883.6	94.900	1.3254	0.00095367
1884.6	94.900	1.3256	0.00096130
1885.6	94.900	1.3258	0.00096798
1886.5	94.900	1.3259	0.00097084
1887.5	94.900	1.3261	0.00097919
1888.4	94.900	1.3262	0.00098133
1889.4	94.900	1.3264	0.00098753
1890.4	94.900	1.3266	0.00099325
1891.3	94.900	1.3265	0.00099134
1892.3	95.000	1.3270	0.00026178
1893.3	94.900	1.3274	0.0010221
1894.2	94.900	1.3274	0.0010200
1895.2	94.900	1.3275	0.0010252
1896.2	94.900	1.3277	0.0010314
1897.1	94.900	1.3278	0.0010324
1898.1	94.900	1.3280	0.0010390
1899.1	94.900	1.3282	0.0010452
1900.0	94.900	1.3282	0.0010467
1901.0	94.900	1.3285	0.0010540
1901.9	94.900	1.3285	0.0010557
1902.9	94.900	1.3287	0.0010614
1903.9	94.900	1.3289	0.0010674
1904.8	94.900	1.3289	0.0010686
1905.8	94.900	1.3291	0.0010738
1906.8	94.900	1.3292	0.0010781
1907.7	94.900	1.3292	0.0010750
1908.7	95.000	1.3296	0.00035095
1909.7	94.900	1.3299	0.0011003
1910.6	94.900	1.3297	0.0010927
1911.6	95.000	1.3300	0.00036573
1912.6	95.000	1.3306	0.00038695
1913.5	94.900	1.3308	0.0011272
1914.5	94.900	1.3308	0.0011272
1915.5	94.900	1.3309	0.0011311
1916.4	94.900	1.3309	0.0011306
1917.4	94.900	1.3312	0.0011373
1918.3	94.900	1.3312	0.0011373
1919.3	94.900	1.3313	0.0011420
1920.3	94.900	1.3315	0.0011473
1921.2	94.900	1.3315	0.0011466
1922.2	94.900	1.3316	0.0011487
1923.2	95.000	1.3320	0.00043106
1924.1	94.900	1.3323	0.0011702
1925.1	94.900	1.3323	0.0011711
1926.1	94.900	1.3325	0.0011752
1927.0	94.900	1.3325	0.0011749
1928.0	94.900	1.3326	0.0011802
1929.0	94.900	1.3328	0.0011852
1929.9	94.900	1.3328	0.0011854
1930.9	94.900	1.3331	0.0011919
1931.8	94.900	1.3331	0.0011921
1932.8	94.900	1.3332	0.0011969
1933.8	94.900	1.3334	0.0012009
1934.7	94.900	1.3334	0.0011997
1935.7	94.900	1.3334	0.0012004
1936.7	95.000	1.3337	0.00048375
1937.6	95.000	1.3342	0.00049996
1938.6	94.900	1.3345	0.0012317
1939.6	94.900	1.3345	0.0012319
1940.5	94.900	1.3344	0.0012305
1941.5	94.900	1.3346	0.0012345
1942.5	94.900	1.3347	0.0012383
1943.4	94.900	1.3347	0.0012379
1944.4	94.900	1.3349	0.0012412
1945.4	94.900	1.3349	0.0012417
1946.3	95.000	1.3351	0.00052834
1947.3	94.900	1.3356	0.0012608
1948.2	94.900	1.3354	0.0012565
1949.2	94.900	1.3354	0.0012555
1950.2	95.000	1.3357	0.00054383
1951.1	95.000	1.3362	0.00055838
1952.1	94.900	1.3364	0.0012836
1953.1	94.900	1.3364	0.0012839
1954.0	94.900	1.3364	0.0012822
1955.0	94.900	1.3365	0.0012856
1956.0	94.900	1.3366	0.0012884
1956.9	94.900	1.3365	0.0012846
1957.9	95.000	1.3369	0.00058079
1958.9	94.900	1.3373	0.0013070
1959.8	94.900	1.3372	0.0013037
1960.8	94.900	1.3374	0.0013084
1961.7	94.900	1.3374	0.0013075
1962.7	94.900	1.3375	0.0013115
1963.7	94.900	1.3377	0.0013156
1964.6	94.900	1.3377	0.0013142
1965.6	94.900	1.3377	0.0013158
1966.6	95.000	1.3381	0.00061512
1967.5	94.900	1.3384	0.0013330
1968.5	94.900	1.3384	0.0013337
1969.5	94.900	1.3386	0.0013373
1970.4	94.900	1.3386	0.0013363
1971.4	94.900	1.3387	0.0013404
1972.4	94.900	1.3389	0.0013440
1973.3	94.900	1.3389	0.0013433
1974.3	94.900	1.3390	0.0013463
1975.3	94.900	1.3390	0.0013466
1976.2	95.000	1.3392	0.00064397
1977.2	94.900	1.3395	0.0013599
1978.1	95.000	1.3397	0.00065565
1979.1	94.900	1.3399	0.0013695
1980.1	95.000	1.3402	0.00067043
1981.0	94.900	1.3404	0.0013814
1982.0	94.900	1.3404	0.0013819
1983.0	94.900	1.3406	0.0013850
1983.9	94.900	1.3405	0.0013840
1984.9	94.900	1.3407	0.0013881
1985.9	94.900	1.3409	0.0013919
1986.8	94.900	1.3409	0.0013919
1987.8	94.900	1.3411	0.0013967
1988.8	94.900	1.3413	0.0014009
1989.7	94.900	1.3413	0.0014005
1990.7	94.900	1.3415	0.0014067
1991.6	94.900	1.3416	0.0014067
1992.6	94.900	1.3418	0.0014114
1993.6	94.900	1.3420	0.0014160
1994.5	94.900	1.3420	0.0014157
1995.5	94.900	1.3422	0.0014205
1996.5	94.900	1.3424	0.0014253
1997.4	94.900	1.3424	0.0014257
1998.4	94.900	1.3426	0.0014310
1999.4	94.900	1.3429	0.0014358
2000.3	94.900	1.3429	0.0014367
2001.3	94.900	1.3432	0.0014420
2002.3	94.900	1.3434	0.0014486
2003.2	94.900	1.3436	0.0014520
2004.2	94.800	1.3437	0.0021515
2005.1	94.900	1.3437	0.0014529
2006.1	94.800	1.3439	0.0021536
2007.1	94.900	1.3441	0.0014625
2008.0	94.800	1.3442	0.0021601
2009.0	94.800	1.3442	0.0021596
2010.0	94.800	1.3444	0.0021620
2010.9	94.800	1.3443	0.0021586
2011.9	94.800	1.3444	0.0021615
2012.9	94.800	1.3446	0.0021653
2013.8	94.800	1.3446	0.0021627
2014.8	94.800	1.3448	0.0021663
2015.8	94.800	1.3450	0.0021703
2016.7	94.800	1.3449	0.0021677
2017.7	94.800	1.3451	0.0021715
2018.7	94.800	1.3453	0.0021760
2019.6	94.800	1.3453	0.0021734
2020.6	94.800	1.3456	0.0021801
2021.5	94.800	1.3455	0.0021777
2022.5	94.800	1.3457	0.0021825
2023.5	94.800	1.3460	0.0021870
2024.4	94.800	1.3460	0.0021858
2025.4	94.800	1.3463	0.0021925
2026.4	94.700	1.3463	0.0028811
2027.3	94.800	1.3460	0.0021844
2028.3	94.800	1.3464	0.0021920
2029.3	94.800	1.3467	0.0021977
2030.2	94.800	1.3467	0.0021963
2031.2	94.800	1.3469	0.0022011
2032.2	94.800	1.3472	0.0022068
2033.1	94.800	1.3472	0.0022058
2034.1	94.800	1.3476	0.0022140
2035.0	94.800	1.3478	0.0022156
2036.0	94.700	1.3479	0.0029025
2037.0	94.800	1.3481	0.0022216
2037.9	94.700	1.3481	0.0029058
2038.9	94.700	1.3482	0.0029056
2039.9	94.700	1.3484	0.0029078
2040.8	94.700	1.3482	0.0029030
2041.8	94.700	1.3484	0.0029066
2042.8	94.700	1.3487	0.0029099
2043.7	94.700	1.3485	0.0029061
2044.7	94.700	1.3488	0.0029099
2045.7	94.700	1.3490	0.0029140
2046.6	94.700	1.3489	0.0029106
2047.6	94.700	1.3492	0.0029149
2048.6	94.700	1.3495	0.0029194
2049.5	94.700	1.3494	0.0029166
2050.5	94.700	1.3499	0.0029249
2051.4	94.700	1.3499	0.0029247
2052.4	94.600	1.3501	0.0036070
2053.4	94.600	1.3500	0.0036035
2054.3	94.700	1.3499	0.0029197
2055.3	94.700	1.3505	0.0029316
2056.3	94.600	1.3509	0.0036154
2057.2	94.600	1.3506	0.0036073
2058.2	94.600	1.3508	0.0036097
2059.2	94.600	1.3510	0.0036125
2060.1	94.600	1.3508	0.0036073
2061.1	94.600	1.3511	0.0036111
2062.1	94.600	1.3514	0.0036154
2063.0	94.600	1.3513	0.0036111
2064.0	94.600	1.3518	0.0036192
2064.9	94.600	1.3517	0.0036156
2065.9	94.600	1.3522	0.0036235
2066.9	94.500	1.3525	0.0043025
2067.8	94.500	1.3521	0.0042930
2068.8	94.500	1.3523	0.0042949
2069.8	94.500	1.3525	0.0042973
2070.7	94.500	1.3523	0.0042913
2071.7	94.500	1.3526	0.0042949
2072.7	94.500	1.3530	0.0042992
2073.6	94.500	1.3528	0.0042949
2074.6	94.500	1.3533	0.0043015
2075.6	94.400	1.3537	0.0049782
2076.5	94.400	1.3532	0.0049677
2077.5	94.400	1.3536	0.0049729
2078.4	94.400	1.3533	0.0049648
2079.4	94.400	1.3536	0.0049682
2080.4	94.400	1.3540	0.0049715
2081.3	94.400	1.3537	0.0049653
2082.3	94.400	1.3542	0.0049696
2083.3	94.400	1.3547	0.0049767
2084.2	94.300	1.3544	0.0056403
2085.2	94.300	1.3546	0.0056400
2086.2	94.300	1.3548	0.0056417
2087.1	94.300	1.3545	0.0056336
2088.1	94.300	1.3549	0.0056376
2089.1	94.300	1.3555	0.0056434
2090.0	94.200	1.3551	0.0063043
2091.0	94.200	1.3552	0.0063033
2092.0	94.200	1.3555	0.0063045
2092.9	94.200	1.3551	0.0062945
2093.9	94.200	1.3557	0.0063016
2094.8	94.200	1.3553	0.0062928
2095.8	94.200	1.3558	0.0062969
2096.8	94.200	1.3564	0.0063028
2097.7	94.100	1.3560	0.0069609
2098.7	94.100	1.3561	0.0069604
2099.7	94.100	1.3565	0.0069618
2100.6	94.100	1.3560	0.0069523
2101.6	94.100	1.3565	0.0069556
2102.6	94.100	1.3571	0.0069609
2103.5	94.000	1.3566	0.0076170
2104.5	94.000	1.3568	0.0076163
2105.5	94.000	1.3572	0.0076177
2106.4	94.000	1.3566	0.0076063
2107.4	94.000	1.3575	0.0076146
2108.3	94.000	1.3571	0.0076063
2109.3	93.900	1.3576	0.0082736
