# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# Interstellar mix - 10 K - H2O:CH3OH:CO:NH3 = 100:10:1:1
# http://www.astrochem.org/data/ISMix.php

Freq.	%T,10K	n, 10K	k, 10K
#(cm-1)
726.25	72.888	1.4408	0.49342
727.22	72.898	1.4416	0.49226
728.18	72.908	1.4356	0.49313
729.15	72.818	1.4371	0.49442
730.11	72.828	1.4330	0.49471
731.07	72.738	1.4282	0.49788
732.04	72.747	1.4288	0.49678
733.00	72.757	1.4226	0.49771
733.97	72.667	1.4240	0.49904
734.93	72.677	1.4167	0.50029
735.90	72.687	1.4185	0.49883
736.86	72.597	1.4116	0.50262
737.83	72.606	1.4120	0.50161
738.79	72.616	1.4074	0.50206
739.75	72.626	1.4026	0.50258
740.72	72.636	1.4046	0.50105
741.68	72.546	1.3980	0.50478
742.65	72.556	1.3988	0.50361
743.61	72.566	1.3919	0.50476
744.58	72.575	1.3939	0.50326
745.54	72.485	1.3871	0.50705
746.51	72.495	1.3875	0.50600
747.47	72.505	1.3829	0.50647
748.43	72.515	1.3779	0.50705
749.40	72.525	1.3798	0.50557
750.36	72.434	1.3724	0.50958
751.33	72.544	1.3736	0.50561
752.29	72.454	1.3671	0.50932
753.26	72.464	1.3678	0.50817
754.22	72.474	1.3605	0.50946
755.19	72.484	1.3614	0.50826
756.15	72.493	1.3570	0.50872
757.11	72.503	1.3518	0.50937
758.08	72.513	1.3530	0.50808
759.04	72.523	1.3460	0.50927
760.01	72.533	1.3473	0.50796
760.97	72.543	1.3403	0.50915
761.94	72.552	1.3416	0.50785
762.90	72.562	1.3347	0.50904
763.87	72.572	1.3357	0.50779
764.83	72.582	1.3314	0.50819
765.79	72.592	1.3263	0.50881
766.76	72.602	1.3275	0.50752
767.72	72.612	1.3205	0.50872
768.69	72.621	1.3218	0.50746
769.65	72.631	1.3146	0.50869
770.62	72.641	1.3156	0.50748
771.58	72.651	1.3079	0.50889
772.55	72.761	1.3095	0.50481
773.51	72.671	1.3025	0.50869
774.48	72.780	1.3029	0.50499
775.44	72.790	1.2990	0.50527
776.40	72.800	1.2940	0.50584
777.37	72.810	1.2950	0.50463
778.33	72.820	1.2873	0.50605
779.30	72.930	1.2883	0.50213
780.26	72.939	1.2821	0.50312
781.23	72.949	1.2835	0.50179
782.19	72.959	1.2765	0.50298
783.16	72.969	1.2768	0.50197
784.12	73.079	1.2697	0.50050
785.09	73.089	1.2712	0.49916
786.05	73.099	1.2663	0.49970
787.01	73.208	1.2614	0.49759
787.98	73.218	1.2633	0.49613
788.94	73.228	1.2568	0.49716
789.91	73.238	1.2579	0.49594
790.87	73.248	1.2504	0.49728
791.84	73.358	1.2512	0.49344
792.80	73.367	1.2448	0.49447
793.77	73.377	1.2451	0.49347
794.73	73.487	1.2405	0.49126
795.69	73.497	1.2355	0.49183
796.66	73.607	1.2367	0.48790
797.62	73.617	1.2307	0.48878
798.59	73.626	1.2314	0.48770
799.55	73.736	1.2247	0.48607
800.52	73.746	1.2265	0.48468
801.48	73.756	1.2193	0.48588
802.45	73.866	1.2202	0.48205
803.41	73.876	1.2165	0.48227
804.37	73.885	1.2111	0.48297
805.34	73.995	1.2118	0.47920
806.30	74.005	1.2050	0.48029
807.27	74.115	1.2060	0.47644
808.23	74.125	1.1993	0.47748
809.20	74.235	1.2003	0.47363
810.16	74.245	1.1937	0.47463
811.13	74.354	1.1946	0.47086
812.09	74.364	1.1904	0.47119
813.05	74.474	1.1856	0.46898
814.02	74.484	1.1866	0.46785
814.98	74.594	1.1800	0.46615
815.95	74.604	1.1809	0.46504
816.91	74.713	1.1738	0.46351
817.88	74.823	1.1753	0.45957
818.84	74.833	1.1690	0.46046
819.81	74.943	1.1695	0.45681
820.77	75.053	1.1661	0.45422
821.73	75.063	1.1619	0.45451
822.70	75.172	1.1633	0.45067
823.66	75.182	1.1572	0.45147
824.63	75.292	1.1584	0.44766
825.59	75.302	1.1521	0.44848
826.56	75.412	1.1530	0.44476
827.52	75.422	1.1461	0.44575
828.49	75.632	1.1471	0.43935
829.45	75.641	1.1418	0.43993
830.42	75.751	1.1431	0.43612
831.38	75.761	1.1395	0.43625
832.34	75.871	1.1352	0.43389
833.31	75.881	1.1360	0.43287
834.27	75.991	1.1292	0.43114
835.24	76.100	1.1300	0.42751
836.20	76.210	1.1243	0.42550
837.17	76.320	1.1262	0.42159
838.13	76.330	1.1207	0.42215
839.10	76.440	1.1212	0.41858
840.06	76.550	1.1182	0.41591
841.02	76.559	1.1142	0.41611
841.99	76.669	1.1146	0.41260
842.95	76.779	1.1090	0.41053
843.92	76.889	1.1108	0.40671
844.88	76.899	1.1054	0.40721
845.85	77.009	1.1058	0.40371
846.81	77.118	1.1001	0.40166
847.78	77.228	1.1012	0.39802
848.74	77.338	1.0986	0.39526
849.70	77.348	1.0950	0.39532
850.67	77.458	1.0953	0.39187
851.63	77.568	1.0898	0.38974
852.60	77.678	1.0909	0.38614
853.56	77.787	1.0859	0.38391
854.53	77.897	1.0877	0.38017
855.49	77.907	1.0823	0.38061
856.46	78.117	1.0834	0.37445
857.42	78.127	1.0808	0.37428
858.38	78.237	1.0769	0.37178
859.35	78.346	1.0778	0.36830
860.31	78.456	1.0729	0.36600
861.28	78.566	1.0741	0.36245
862.24	78.676	1.0695	0.36008
863.21	78.786	1.0710	0.35650
864.17	78.896	1.0671	0.35401
865.14	78.905	1.0678	0.35318
866.10	79.115	1.0627	0.34835
867.07	79.225	1.0646	0.34472
868.03	79.335	1.0630	0.34179
868.99	79.345	1.0603	0.34160
869.96	79.455	1.0609	0.33825
870.92	79.565	1.0564	0.33584
871.89	79.674	1.0576	0.33244
872.85	79.784	1.0534	0.32998
873.82	79.894	1.0546	0.32655
874.78	80.004	1.0506	0.32406
875.75	80.114	1.0518	0.32066
876.71	80.224	1.0494	0.31789
877.67	80.333	1.0469	0.31517
878.64	80.443	1.0482	0.31179
879.60	80.553	1.0444	0.30924
880.57	80.663	1.0458	0.30588
881.53	80.773	1.0421	0.30331
882.50	80.883	1.0434	0.29998
883.46	80.992	1.0398	0.29744
884.43	81.102	1.0407	0.29418
885.39	81.212	1.0380	0.29148
886.35	81.422	1.0359	0.28622
887.32	81.532	1.0380	0.28282
888.28	81.642	1.0353	0.28013
889.25	81.751	1.0370	0.27685
890.21	81.861	1.0342	0.27418
891.18	81.971	1.0358	0.27092
892.14	82.081	1.0330	0.26825
893.11	82.191	1.0344	0.26504
894.07	82.301	1.0328	0.26223
895.03	82.411	1.0310	0.25944
896.00	82.520	1.0319	0.25635
896.96	82.730	1.0298	0.25121
897.93	82.740	1.0314	0.25045
898.89	82.950	1.0285	0.24540
899.86	83.060	1.0307	0.24221
900.82	83.170	1.0286	0.23949
901.79	83.279	1.0302	0.23641
902.75	83.389	1.0279	0.23372
903.72	83.499	1.0288	0.23071
904.68	83.709	1.0278	0.22554
905.64	83.819	1.0275	0.22267
906.61	83.929	1.0295	0.21962
907.57	84.038	1.0279	0.21692
908.54	84.148	1.0296	0.21391
909.50	84.258	1.0277	0.21122
910.47	84.368	1.0289	0.20829
911.43	84.578	1.0274	0.20326
912.40	84.688	1.0299	0.20027
913.36	84.798	1.0288	0.19754
914.33	84.907	1.0308	0.19465
915.29	85.017	1.0304	0.19190
916.25	85.127	1.0299	0.18916
917.22	85.237	1.0315	0.18631
918.18	85.347	1.0297	0.18366
919.15	85.557	1.0316	0.17856
920.11	85.666	1.0312	0.17588
921.08	85.776	1.0334	0.17307
922.04	85.886	1.0326	0.17041
923.01	85.996	1.0343	0.16765
923.97	86.106	1.0337	0.16500
924.93	86.316	1.0338	0.16011
925.90	86.425	1.0365	0.15739
926.86	86.535	1.0362	0.15477
927.83	86.645	1.0384	0.15207
928.79	86.755	1.0379	0.14948
929.76	86.865	1.0397	0.14682
930.72	86.975	1.0395	0.14424
931.68	87.185	1.0399	0.13948
932.65	87.294	1.0427	0.13689
933.61	87.404	1.0428	0.13434
934.58	87.514	1.0451	0.13177
935.54	87.624	1.0451	0.12924
936.51	87.734	1.0471	0.12670
937.47	87.844	1.0466	0.12420
938.44	88.053	1.0489	0.11961
939.40	88.163	1.0499	0.11713
940.37	88.273	1.0524	0.11466
941.33	88.383	1.0535	0.11221
942.29	88.493	1.0545	0.10978
943.26	88.603	1.0568	0.10736
944.22	88.712	1.0573	0.10497
945.19	88.822	1.0596	0.10258
946.15	88.932	1.0601	0.10019
947.12	89.042	1.0622	0.097835
948.08	89.152	1.0623	0.095464
949.05	89.362	1.0647	0.091124
950.01	89.471	1.0667	0.088841
950.97	89.581	1.0684	0.086547
951.94	89.691	1.0710	0.084291
952.90	89.801	1.0722	0.082015
953.87	89.911	1.0748	0.079789
954.83	90.021	1.0761	0.077543
955.80	90.131	1.0787	0.075352
956.76	90.240	1.0801	0.073157
957.73	90.350	1.0828	0.070999
958.69	90.460	1.0844	0.068818
959.66	90.570	1.0872	0.066700
960.62	90.680	1.0896	0.064580
961.58	90.690	1.0914	0.064364
962.55	90.799	1.0934	0.062271
963.51	90.909	1.0949	0.060145
964.48	91.019	1.0975	0.058085
965.44	91.129	1.0993	0.056007
966.41	91.239	1.1024	0.054000
967.37	91.249	1.1038	0.053799
968.34	91.458	1.1066	0.049962
969.30	91.468	1.1091	0.049822
970.26	91.578	1.1111	0.047813
971.23	91.688	1.1143	0.045878
972.19	91.698	1.1162	0.045725
973.16	91.808	1.1186	0.043770
974.12	91.918	1.1208	0.041820
975.09	92.027	1.1242	0.039968
976.05	92.037	1.1265	0.039853
977.02	92.147	1.1295	0.037978
977.98	92.157	1.1318	0.037867
978.94	92.267	1.1340	0.035969
979.91	92.377	1.1373	0.034155
980.87	92.386	1.1399	0.034086
981.84	92.496	1.1431	0.032279
982.80	92.506	1.1457	0.032199
983.77	92.616	1.1489	0.030416
984.73	92.626	1.1517	0.030350
985.70	92.736	1.1551	0.028596
986.66	92.745	1.1582	0.028567
987.63	92.855	1.1619	0.026852
988.59	92.865	1.1657	0.026854
989.55	92.875	1.1692	0.026836
990.52	92.885	1.1730	0.026833
991.48	92.895	1.1764	0.026802
992.45	92.904	1.1801	0.026808
993.41	93.014	1.1843	0.025157
994.38	92.924	1.1893	0.026865
995.34	92.934	1.1934	0.026864
996.31	92.944	1.1989	0.026927
997.27	92.854	1.2045	0.028624
998.23	92.664	1.2095	0.031902
999.20	92.573	1.2143	0.033532
1000.2	92.383	1.2220	0.036855
1001.1	92.193	1.2245	0.039969
1002.1	91.803	1.2316	0.046432
1003.1	91.513	1.2391	0.051231
1004.0	91.023	1.2393	0.059111
1005.0	90.532	1.2453	0.067085
1006.0	89.942	1.2516	0.076639
1006.9	89.352	1.2464	0.086259
1007.9	88.762	1.2547	0.095818
1008.8	88.072	1.2458	0.10737
1009.8	87.382	1.2465	0.11887
1010.8	86.791	1.2472	0.12875
1011.7	86.201	1.2310	0.13938
1012.7	85.711	1.2282	0.14790
1013.7	85.321	1.2260	0.15469
1014.6	84.931	1.2047	0.16254
1015.6	84.641	1.1992	0.16787
1016.6	84.551	1.1940	0.16960
1017.5	84.560	1.1703	0.17049
1018.5	84.570	1.1655	0.17035
1019.5	84.680	1.1606	0.16836
1020.4	84.890	1.1369	0.16533
1021.4	85.200	1.1399	0.15922
1022.3	85.610	1.1194	0.15206
1023.3	86.019	1.1184	0.14425
1024.3	86.429	1.1176	0.13645
1025.2	86.839	1.1028	0.12886
1026.2	87.249	1.1041	0.12107
1027.2	87.659	1.1051	0.11336
1028.1	88.069	1.0944	0.10561
1029.1	88.478	1.0972	0.098017
1030.1	88.888	1.0999	0.090494
1031.0	89.198	1.0926	0.084584
1032.0	89.608	1.0961	0.077196
1033.0	89.918	1.0991	0.071666
1033.9	90.228	1.0939	0.065842
1034.9	90.537	1.0995	0.060537
1035.8	90.947	1.0958	0.053062
1036.8	91.257	1.1000	0.047804
1037.8	91.567	1.1032	0.042547
1038.7	91.877	1.1016	0.037039
1039.7	92.287	1.1060	0.030266
1040.7	92.597	1.1106	0.025290
1041.6	92.806	1.1117	0.021811
1042.6	93.116	1.1161	0.016923
1043.6	93.426	1.1209	0.012139
1044.5	93.536	1.1238	0.010537
1045.5	93.746	1.1278	0.0074110
1046.5	93.956	1.1320	0.0043278
1047.4	94.065	1.1352	0.0028200
1048.4	94.275	1.1394	0.0000
1049.4	94.385	1.1438	0.0000
1050.3	94.395	1.1472	0.0000
1051.3	94.505	1.1502	0.0000
1052.2	94.615	1.1538	0.0000
1053.2	94.624	1.1572	0.0000
1054.2	94.634	1.1597	0.0000
1055.1	94.744	1.1627	0.0000
1056.1	94.754	1.1656	0.0000
1057.1	94.764	1.1681	0.0000
1058.0	94.774	1.1707	0.0000
1059.0	94.784	1.1725	0.0000
1060.0	94.893	1.1747	0.0000
1060.9	94.900	1.1780	0.0000
1061.9	94.800	1.1796	0.0000
1062.9	94.900	1.1811	0.0000
1063.8	94.900	1.1837	0.0000
1064.8	94.900	1.1852	0.0000
1065.7	94.900	1.1875	0.0000
1066.7	94.900	1.1890	0.0000
1067.7	94.900	1.1906	0.0000
1068.6	94.900	1.1925	0.0000
1069.6	94.900	1.1939	0.0000
1070.6	94.900	1.1953	0.0000
1071.5	94.900	1.1971	0.0000
1072.5	94.900	1.1983	0.0000
1073.5	94.900	1.1995	0.0000
1074.4	94.900	1.2012	0.0000
1075.4	94.900	1.2022	0.0000
1076.4	94.900	1.2031	0.0000
1077.3	95.000	1.2051	0.0000
1078.3	94.900	1.2064	0.0000
1079.3	95.000	1.2076	0.0000
1080.2	94.900	1.2093	0.0000
1081.2	95.000	1.2102	0.0000
1082.1	94.900	1.2118	0.0000
1083.1	95.000	1.2130	0.0000
1084.1	94.900	1.2143	0.0000
1085.0	94.900	1.2153	0.0000
1086.0	94.900	1.2160	0.0000
1087.0	95.000	1.2174	0.0000
1087.9	94.900	1.2192	0.0000
1088.9	94.900	1.2198	0.0000
1089.9	94.900	1.2207	0.0000
1090.8	94.900	1.2220	0.0000
1091.8	94.900	1.2229	0.0000
1092.8	94.900	1.2239	0.0000
1093.7	94.900	1.2252	0.0000
1094.7	94.900	1.2260	0.0000
1095.6	94.900	1.2273	0.0000
1096.6	94.900	1.2283	0.0000
1097.6	94.900	1.2293	0.0000
1098.5	94.900	1.2307	0.0000
1099.5	94.900	1.2319	0.0000
1100.5	94.900	1.2333	0.0000
1101.4	94.800	1.2343	0.0000
1102.4	94.900	1.2354	0.0000
1103.4	94.800	1.2368	0.0000
1104.3	94.800	1.2378	0.0000
1105.3	94.800	1.2392	0.0000
1106.3	94.700	1.2405	0.00029039
1107.2	94.700	1.2415	0.00034404
1108.2	94.600	1.2426	0.0017958
1109.1	94.600	1.2434	0.0018361
1110.1	94.500	1.2447	0.0032868
1111.1	94.400	1.2454	0.0047073
1112.0	94.400	1.2458	0.0047169
1113.0	94.300	1.2470	0.0061574
1114.0	94.200	1.2480	0.0075831
1114.9	94.100	1.2477	0.0089397
1115.9	94.000	1.2482	0.010337
1116.9	93.900	1.2486	0.011729
1117.8	93.800	1.2472	0.013031
1118.8	93.800	1.2476	0.013030
1119.8	93.700	1.2482	0.014431
1120.7	93.600	1.2467	0.015725
1121.7	93.500	1.2463	0.017077
1122.7	93.500	1.2462	0.017049
1123.6	93.400	1.2440	0.018312
1124.6	93.400	1.2442	0.018302
1125.5	93.400	1.2419	0.018169
1126.5	93.400	1.2417	0.018136
1127.5	93.400	1.2413	0.018097
1128.4	93.400	1.2388	0.017951
1129.4	93.500	1.2385	0.016526
1130.4	93.500	1.2381	0.016484
1131.3	93.600	1.2357	0.014955
1132.3	93.800	1.2361	0.012193
1133.3	93.800	1.2362	0.012184
1134.2	94.000	1.2352	0.0093570
1135.2	94.100	1.2362	0.0080266
1136.2	94.200	1.2368	0.0066824
1137.1	94.300	1.2367	0.0052986
1138.1	94.500	1.2382	0.0026627
1139.0	94.500	1.2392	0.0027142
1140.0	94.600	1.2402	0.0014157
1141.0	94.700	1.2416	0.00014639
1141.9	94.700	1.2427	0.00020671
1142.9	94.800	1.2439	0.0000
1143.9	94.800	1.2453	0.0000
1144.8	94.800	1.2461	0.0000
1145.8	94.900	1.2472	0.0000
1146.8	94.900	1.2486	0.0000
1147.7	94.900	1.2498	0.0000
1148.7	94.900	1.2507	0.0000
1149.7	94.900	1.2516	0.0000
1150.6	94.900	1.2526	0.0000
1151.6	94.900	1.2534	0.0000
1152.6	94.900	1.2541	0.0000
1153.5	94.900	1.2550	0.0000
1154.5	94.900	1.2557	0.0000
1155.4	94.900	1.2565	0.0000
1156.4	94.900	1.2572	0.0000
1157.4	94.900	1.2580	0.0000
1158.3	94.900	1.2591	0.0000
1159.3	94.800	1.2596	0.0000
1160.3	94.800	1.2597	0.0000
1161.2	94.800	1.2600	0.0000
1162.2	94.800	1.2604	0.0000
1163.2	94.800	1.2608	0.0000
1164.1	94.800	1.2610	0.0000
1165.1	94.800	1.2612	0.0000
1166.1	94.900	1.2617	0.0000
1167.0	94.900	1.2626	0.0000
1168.0	94.900	1.2632	0.0000
1168.9	94.900	1.2639	0.0000
1169.9	94.900	1.2645	0.0000
1170.9	94.900	1.2650	0.0000
1171.8	94.900	1.2655	0.0000
1172.8	94.900	1.2658	0.0000
1173.8	95.000	1.2666	0.0000
1174.7	94.900	1.2673	0.0000
1175.7	95.000	1.2678	0.0000
1176.7	95.000	1.2688	0.0000
1177.6	95.000	1.2700	0.0000
1178.6	94.900	1.2705	0.0000
1179.6	94.900	1.2707	0.0000
1180.5	94.900	1.2711	0.0000
1181.5	94.900	1.2715	0.0000
1182.4	94.900	1.2720	0.0000
1183.4	94.900	1.2725	0.0000
1184.4	94.900	1.2729	0.0000
1185.3	94.900	1.2734	0.0000
1186.3	94.900	1.2739	0.0000
1187.3	94.900	1.2744	0.0000
1188.2	94.900	1.2749	0.0000
1189.2	94.900	1.2754	0.0000
1190.2	94.900	1.2759	0.0000
1191.1	94.900	1.2764	0.0000
1192.1	94.900	1.2769	0.0000
1193.1	94.900	1.2774	0.0000
1194.0	94.900	1.2779	0.0000
1195.0	94.900	1.2784	0.0000
1196.0	94.900	1.2790	0.0000
1196.9	94.900	1.2796	0.0000
1197.9	94.900	1.2802	0.0000
1198.8	94.900	1.2810	0.0000
1199.8	94.800	1.2814	0.00080729
1200.8	94.800	1.2815	0.00080848
1201.7	94.800	1.2817	0.00081372
1202.7	94.800	1.2820	0.00082874
1203.7	94.800	1.2824	0.00084543
1204.6	94.800	1.2827	0.00085640
1205.6	94.800	1.2832	0.00087452
1206.6	94.800	1.2836	0.00089359
1207.5	94.800	1.2839	0.00090647
1208.5	94.800	1.2844	0.00092602
1209.5	94.800	1.2849	0.00094700
1210.4	94.800	1.2852	0.00095987
1211.4	94.800	1.2858	0.00098443
1212.3	94.800	1.2861	0.00099945
1213.3	94.800	1.2867	0.0010240
1214.3	94.800	1.2874	0.0010519
1215.2	94.800	1.2880	0.0010793
1216.2	94.700	1.2884	0.0023153
1217.2	94.700	1.2885	0.0023165
1218.1	94.700	1.2885	0.0023136
1219.1	94.700	1.2889	0.0023274
1220.1	94.700	1.2893	0.0023425
1221.0	94.700	1.2894	0.0023448
1222.0	94.700	1.2899	0.0023620
1223.0	94.700	1.2904	0.0023799
1223.9	94.700	1.2905	0.0023842
1224.9	94.700	1.2910	0.0024037
1225.9	94.700	1.2916	0.0024235
1226.8	94.700	1.2918	0.0024297
1227.8	94.700	1.2925	0.0024576
1228.7	94.700	1.2928	0.0024676
1229.7	94.700	1.2936	0.0025001
1230.7	94.600	1.2941	0.0037193
1231.6	94.600	1.2937	0.0037007
1232.6	94.600	1.2940	0.0037079
1233.6	94.600	1.2942	0.0037122
1234.5	94.700	1.2946	0.0025282
1235.5	94.600	1.2954	0.0037563
1236.5	94.600	1.2957	0.0037661
1237.4	94.600	1.2957	0.0037613
1238.4	94.600	1.2962	0.0037792
1239.4	94.600	1.2968	0.0037999
1240.3	94.600	1.2970	0.0038025
1241.3	94.600	1.2980	0.0038416
1242.2	94.500	1.2979	0.0050230
1243.2	94.500	1.2981	0.0050225
1244.2	94.500	1.2984	0.0050316
1245.1	94.500	1.2982	0.0050187
1246.1	94.500	1.2987	0.0050325
1247.1	94.500	1.2992	0.0050480
1248.0	94.500	1.2991	0.0050390
1249.0	94.500	1.2996	0.0050559
1250.0	94.500	1.3002	0.0050745
1250.9	94.500	1.3002	0.0050688
1251.9	94.500	1.3009	0.0050917
1252.9	94.500	1.3018	0.0051222
1253.8	94.400	1.3016	0.0062864
1254.8	94.400	1.3017	0.0062864
1255.8	94.400	1.3021	0.0062938
1256.7	94.400	1.3018	0.0062759
1257.7	94.400	1.3025	0.0063000
1258.6	94.400	1.3023	0.0062840
1259.6	94.400	1.3028	0.0062988
1260.6	94.400	1.3033	0.0063136
1261.5	94.400	1.3031	0.0063004
1262.5	94.400	1.3037	0.0063176
1263.5	94.400	1.3043	0.0063353
1264.4	94.400	1.3042	0.0063238
1265.4	94.400	1.3049	0.0063448
1266.4	94.400	1.3056	0.0063667
1267.3	94.400	1.3057	0.0063667
1268.3	94.300	1.3063	0.0075414
1269.3	94.300	1.3065	0.0075440
1270.2	94.300	1.3061	0.0075207
1271.2	94.300	1.3069	0.0075462
1272.1	94.300	1.3066	0.0075274
1273.1	94.300	1.3072	0.0075448
1274.1	94.300	1.3080	0.0075645
1275.0	94.300	1.3079	0.0075569
1276.0	94.200	1.3085	0.0087228
1277.0	94.200	1.3087	0.0087240
1277.9	94.200	1.3081	0.0086961
1278.9	94.200	1.3086	0.0087066
1279.9	94.200	1.3092	0.0087192
1280.8	94.200	1.3087	0.0086956
1281.8	94.200	1.3094	0.0087099
1282.8	94.200	1.3100	0.0087254
1283.7	94.200	1.3096	0.0087047
1284.7	94.200	1.3107	0.0087371
1285.6	94.200	1.3105	0.0087233
1286.6	94.100	1.3110	0.0098734
1287.6	94.200	1.3116	0.0087457
1288.5	94.100	1.3113	0.0098686
1289.5	94.100	1.3116	0.0098727
1290.5	94.100	1.3122	0.0098820
1291.4	94.100	1.3116	0.0098548
1292.4	94.100	1.3122	0.0098684
1293.4	94.100	1.3129	0.0098832
1294.3	94.100	1.3124	0.0098596
1295.3	94.100	1.3133	0.0098786
1296.3	94.100	1.3143	0.0099039
1297.2	94.000	1.3137	0.011009
1298.2	94.000	1.3140	0.011010
1299.2	94.000	1.3145	0.011018
1300.1	94.000	1.3137	0.010985
1301.1	94.000	1.3149	0.011014
1302.0	94.000	1.3142	0.010983
1303.0	94.000	1.3149	0.010998
1304.0	94.000	1.3157	0.011013
1304.9	94.000	1.3152	0.010988
1305.9	94.000	1.3162	0.011012
1306.9	93.900	1.3169	0.012149
1307.8	93.900	1.3158	0.012107
1308.8	93.900	1.3164	0.012115
1309.8	93.900	1.3170	0.012124
1310.7	93.900	1.3162	0.012091
1311.7	93.900	1.3169	0.012104
1312.7	93.900	1.3177	0.012117
1313.6	93.900	1.3170	0.012087
1314.6	93.900	1.3184	0.012121
1315.5	93.900	1.3179	0.012098
1316.5	93.800	1.3186	0.013225
1317.5	93.800	1.3190	0.013226
1318.4	93.800	1.3181	0.013187
1319.4	93.800	1.3187	0.013197
1320.4	93.800	1.3194	0.013207
1321.3	93.800	1.3186	0.013172
1322.3	93.800	1.3194	0.013186
1323.3	93.800	1.3201	0.013198
1324.2	93.800	1.3194	0.013167
1325.2	93.800	1.3203	0.013184
1326.2	93.800	1.3214	0.013206
1327.1	93.700	1.3205	0.014277
1328.1	93.700	1.3210	0.014278
1329.1	93.700	1.3216	0.014285
1330.0	93.700	1.3206	0.014246
1331.0	93.700	1.3220	0.014274
1331.9	93.700	1.3210	0.014237
1332.9	93.700	1.3219	0.014250
1333.9	93.700	1.3227	0.014264
1334.8	93.700	1.3220	0.014232
1335.8	93.700	1.3231	0.014252
1336.8	93.600	1.3239	0.015361
1337.7	93.600	1.3226	0.015315
1338.7	93.600	1.3233	0.015322
1339.7	93.600	1.3240	0.015330
1340.6	93.600	1.3230	0.015291
1341.6	93.600	1.3238	0.015303
1342.6	93.600	1.3247	0.015314
1343.5	93.600	1.3237	0.015277
1344.5	93.600	1.3253	0.015308
1345.4	93.600	1.3245	0.015275
1346.4	93.600	1.3257	0.015296
1347.4	93.500	1.3266	0.016395
1348.3	93.500	1.3252	0.016349
1349.3	93.500	1.3260	0.016356
1350.3	93.500	1.3268	0.016366
1351.2	93.500	1.3258	0.016329
1352.2	93.500	1.3268	0.016343
1353.2	93.500	1.3281	0.016361
1354.1	93.400	1.3270	0.017406
1355.1	93.400	1.3275	0.017408
1356.1	93.400	1.3283	0.017414
1357.0	93.400	1.3272	0.017373
1358.0	93.400	1.3289	0.017404
1358.9	93.400	1.3280	0.017370
1359.9	93.300	1.3289	0.018457
1360.9	93.300	1.3295	0.018458
1361.8	93.300	1.3281	0.018413
1362.8	93.300	1.3291	0.018420
1363.8	93.300	1.3300	0.018429
1364.7	93.300	1.3289	0.018389
1365.7	93.300	1.3301	0.018404
1366.7	93.200	1.3309	0.019482
1367.6	93.300	1.3296	0.018368
1368.6	93.200	1.3308	0.019454
1369.6	93.200	1.3316	0.019456
1370.5	93.200	1.3302	0.019413
1371.5	93.200	1.3313	0.019423
1372.5	93.200	1.3324	0.019433
1373.4	93.200	1.3314	0.019398
1374.4	93.100	1.3333	0.020494
1375.3	93.100	1.3316	0.020444
1376.3	93.100	1.3326	0.020450
1377.3	93.100	1.3338	0.020460
1378.2	93.100	1.3327	0.020423
1379.2	93.000	1.3338	0.021496
1380.2	93.000	1.3346	0.021496
1381.1	93.000	1.3331	0.021452
1382.1	93.000	1.3343	0.021461
1383.1	93.000	1.3358	0.021473
1384.0	92.900	1.3343	0.022493
1385.0	92.900	1.3353	0.022495
1386.0	92.900	1.3366	0.022504
1386.9	92.800	1.3349	0.023519
1387.9	92.800	1.3369	0.023537
1388.8	92.800	1.3352	0.023490
1389.8	92.800	1.3366	0.023500
1390.8	92.700	1.3379	0.024562
1391.7	92.700	1.3360	0.024514
1392.7	92.700	1.3374	0.024521
1393.7	92.600	1.3386	0.025580
1394.6	92.600	1.3366	0.025531
1395.6	92.600	1.3381	0.025537
1396.6	92.500	1.3394	0.026595
1397.5	92.500	1.3375	0.026547
1398.5	92.400	1.3387	0.027602
1399.5	92.400	1.3397	0.027598
1400.4	92.400	1.3379	0.027552
1401.4	92.300	1.3405	0.028625
1402.3	92.300	1.3383	0.028575
1403.3	92.200	1.3396	0.029628
1404.3	92.200	1.3409	0.029624
1405.2	92.100	1.3386	0.030628
1406.2	92.100	1.3399	0.030622
1407.2	92.000	1.3411	0.031670
1408.1	92.000	1.3387	0.031620
1409.1	91.900	1.3399	0.032667
1410.1	91.900	1.3412	0.032658
1411.0	91.800	1.3386	0.033660
1412.0	91.800	1.3398	0.033651
1413.0	91.700	1.3411	0.034694
1413.9	91.700	1.3383	0.034641
1414.9	91.600	1.3395	0.035684
1415.9	91.600	1.3408	0.035671
1416.8	91.500	1.3377	0.036671
1417.8	91.500	1.3405	0.036673
1418.7	91.400	1.3372	0.037672
1419.7	91.400	1.3382	0.037654
1420.7	91.400	1.3397	0.037642
1421.6	91.300	1.3365	0.038640
1422.6	91.300	1.3377	0.038624
1423.6	91.200	1.3388	0.039661
1424.5	91.200	1.3351	0.039600
1425.5	91.200	1.3362	0.039584
1426.5	91.200	1.3375	0.039567
1427.4	91.200	1.3344	0.039511
1428.4	91.100	1.3356	0.040548
1429.4	91.100	1.3365	0.040528
1430.3	91.100	1.3329	0.040466
