# reddened comparison ampl ampl_munc ampl_punc alpha alpha_munc alpha_punc strength strength_munc strength_punc centwave centwave_munc centwave_punc width width_munc width_punc asym asym_munc asym_punc AV AV_munc AV_punc EBV EBV_munc EBV_punc RV RV_munc RV_punc
HD029647 HD034759 0.3694763753557125 0.002829196411775273 0.00283084316070086 1.934455906941198 0.009684563194255825 0.00944201565570119 0.03305712431358312 0.000637292775966464 0.000653003649282669 3.021603941274231 0.005288831700655693 0.005007133468476367 0.4878183911670602 0.02815767664974711 0.03065832478234455 -1.316061662998598 0.2198938167379992 0.1893449512626866 3.519653928405216 0.0255585873998737 0.02558365338604065 1.050034432843612 0.04188374256340754 0.04178743095077597 3.351860452626442 0.1309072672719211 0.1418072069022629
HD283809 HD003360 0.3889322805240013 0.002467493712885438 0.002468189283347156 1.907939822864545 0.00740238509987401 0.007622194963712999 0.02643756566455727 0.000482067236439664 0.000484081289164604 3.013890393471433 0.005810575369549561 0.005453869986939241 0.4373426133057677 0.02227014875170923 0.02392790073277444 -4.382664830198743 0.8339731464384037 0.6414514269862805 5.649875635398533 0.03485266095290133 0.03487625829518667 1.610022781520217 0.05694140443780094 0.0565328578321258 3.509226963956495 0.1206438512545343 0.1303384309294335
