# wavelength[micron] ave ave_unc ave_fit intercept slope std
1.22 0.2687467076907849 0.017560639031703858 0.2678805429478005 0.2539944572195896 0.04943454238004362 0.040549594634241286
1.63 0.16326313652904817 0.01323358046495205 0.1642053535124143 0.15133506964805976 0.036488677410677274 0.03623994633727701
2.19 0.10473526296747471 0.010325213812554423 0.10316809600367928 0.09255144513441815 0.027652668886866707 0.029602609614209786
3.35 0.047695250759905966 0.00906845538926658 0.04810645431311013 0.04131545052450008 0.02259588735874384 0.020788853715178964
3.45 0.04504422954929387 0.008489356475625263 0.04581712094596289 0.039219570617581793 0.021491923792412607 0.02026772326994591
3.52 0.04380454672913526 0.00875164061498942 0.04491208020803356 0.038424888656153074 0.02130465213807916 0.021263330746830678
0.8 0.5515140295028687 0.024593912065029144 0.5646735758892821 0.558827677210811 0.06449276050516126 0.07569460166798357
0.8500000000000001 0.5229116082191467 0.022688888013362885 0.5090679346458734 0.5007840504291339 0.046841187427001135 0.06010678630729344
0.9000000000000001 0.45997095108032227 0.02032790146768093 0.46166625669933375 0.451591920725435 0.04616954995927644 0.05485292441547956
0.9500000000000002 0.42000287771224976 0.02005036734044552 0.42089729924118685 0.4095154732566155 0.048012354411622514 0.052275659304644645
1.0000000000000002 0.3810850977897644 0.019589412957429886 0.38555305537535717 0.37322755352694587 0.04862176894189191 0.04973328434033769
1.0500000000000003 0.34920358657836914 0.019196437671780586 0.35469172892455036 0.341698890659333 0.04881725548011586 0.04814795635239341
1.1000000000000003 0.32195335626602173 0.018980903550982475 0.3275698003772987 0.31412094487448394 0.05020012788804548 0.045737980314873826
1.1500000000000004 0.30355149507522583 0.018601318821310997 0.30359359134808894 0.2898511751406098 0.052002759363121216 0.042502173815287723
1.2000000000000004 0.28181931376457214 0.01777954027056694 0.28228416140059226 0.2683735615776546 0.049205716777421624 0.04162831365787521
1.2500000000000004 0.2640969157218933 0.01732826977968216 0.2632514869766455 0.24926969867879412 0.048541290251485084 0.040253906372664884
1.3000000000000005 0.24801427125930786 0.016910871490836143 0.24617520939060414 0.2321973362499261 0.04930462141741897 0.039062705437974014
1.3500000000000005 0.23989495635032654 0.01684890314936638 0.23079010189928667 0.21687424779975487 0.049290590952486335 0.038282388527041245
1.4000000000000006 0.2204539030790329 0.020606864243745804 0.21687497364660085 0.2030659630182657 0.04795146992741843 0.03708175712358211
1.4500000000000006 0.20975157618522644 0.018769754096865654 0.2042441084260786 0.19057633897557658 0.045432137241420374 0.03594914709601142
1.5000000000000007 0.19530680775642395 0.014611581340432167 0.1927405948483919 0.17924024149783724 0.04197619624644504 0.03556105852846254
1.5500000000000007 0.184793159365654 0.013940279372036457 0.18223108310987315 0.16891781237252773 0.03844773690361351 0.03603109763478508
1.6000000000000008 0.1723860502243042 0.013286537490785122 0.1726016286036064 0.1594899404714229 0.036685161570521985 0.03648316126544888
1.6500000000000008 0.16221222281455994 0.012996039353311062 0.16375437128263234 0.1508546555225495 0.036322459307366016 0.03660991521049593
1.7000000000000008 0.15201103687286377 0.012922966852784157 0.15560486330775333 0.1429242352322693 0.03567540970815698 0.0365360762389657
1.7500000000000009 0.1453346610069275 0.01250755600631237 0.14807990367215648 0.13562286850246646 0.03493529239078903 0.03608751501049872
1.800000000000001 0.14088815450668335 0.013930638320744038 0.14111577233296935 0.12888475551776374 0.03468228171611769 0.035102375484568626
1.850000000000001 nan nan 0.1346567814266256 0.12265255354068427 0.03470795310049375 0.03378214075209649
1.900000000000001 nan nan 0.12865407985397323 0.11687609815214187 0.034649819085101945 0.032399249779256026
1.950000000000001 0.1248449832201004 0.012057552114129066 0.12306466161623147 0.11151134537441515 0.03414539221112699 0.031226141532221
2.000000000000001 0.12335485965013504 0.011307507753372192 0.11785053898808834 0.10651949200406541 0.03283227661488085 0.030535201935837187
2.050000000000001 0.11623390018939972 0.010758263990283012 0.11297804980694574 0.10186624055705135 0.03062782773590659 0.03043681724229085
