# wavelength[micron] ave ave_unc ave_fit intercept slope std
1.22 0.2687467076907849 0.017560639031703858 0.2678805429478005 0.6886523889416362 -0.43993825740109105 0.03422373301956791
1.63 0.16326313652904817 0.01323358046495205 0.1642053535124143 0.4110950706156579 -0.4514741283032719 0.056382016100507165
2.19 0.10473526296747471 0.010325213812554423 0.10316809600367928 0.2518671007262673 -0.46101850070168937 0.052412856650018796
3.35 0.047695250759905966 0.00906845538926658 0.04810645431311013 0.11276367953990427 -0.5214193938821055 0.04934416426766664
3.45 0.04504422954929387 0.008489356475625263 0.04581712094596289 0.10706716592659764 -0.48589093962193747 0.04793767836557661
3.52 0.04380454672913526 0.00875164061498942 0.04491208020803356 0.10490090276290615 -0.4806347730400903 0.051352885198864696
0.8 0.5515140295028687 0.024593912065029144 0.5646735758892821 1.5108005630060348 0.365748140391816 0.15763295482317144
0.8500000000000001 0.5229116082191467 0.022688888013362885 0.5090679346458734 1.3544233532845074 0.6765307554263538 0.062018736877132045
0.9000000000000001 0.45997095108032227 0.02032790146768093 0.46166625669933375 1.2218413916380277 0.456120854848558 0.03343694297119046
0.9500000000000002 0.42000287771224976 0.02005036734044552 0.42089729924118685 1.1083956234819659 0.21868214858170976 0.021376517574663
1.0000000000000002 0.3810850977897644 0.019589412957429886 0.38555305537535717 1.0105225439572432 0.024253013516771463 0.015609105833580899
1.0500000000000003 0.34920358657836914 0.019196437671780586 0.35469172892455036 0.9254575142755652 -0.1263008796343864 0.01737684062775132
1.1000000000000003 0.32195335626602173 0.018980903550982475 0.3275698003772987 0.8510280574086059 -0.23697544766203013 0.021576534819094023
1.1500000000000004 0.30355149507522583 0.018601318821310997 0.30359359134808894 0.7855071716800647 -0.3707685592551077 0.027799386047467387
1.2000000000000004 0.28181931376457214 0.01777954027056694 0.28228416140059226 0.7275074942191874 -0.39089141870258975 0.030271805671395174
1.2500000000000004 0.2640969157218933 0.01732826977968216 0.2632514869766455 0.6759037803203013 -0.4213262573773395 0.03451297664237354
1.3000000000000005 0.24801427125930786 0.016910871490836143 0.24617520939060414 0.6297753388886294 -0.5114182422536876 0.03968061728691828
1.3500000000000005 0.23989495635032654 0.01684890314936638 0.23079010189928667 0.5883627468308771 -0.6005747652895033 0.043443409278758234
1.4000000000000006 0.2204539030790329 0.020606864243745804 0.21687497364660085 0.5510349230470282 -0.6124774731771783 0.04529627665825235
1.4500000000000006 0.20975157618522644 0.018769754096865654 0.2042441084260786 0.517263815023682 -0.5663970349045239 0.046526559680110796
1.5000000000000007 0.19530680775642395 0.014611581340432167 0.1927405948483919 0.48660474572737905 -0.49540066728636845 0.048661262749575065
1.5500000000000007 0.184793159365654 0.013940279372036457 0.18223108310987315 0.45868101533558014 -0.4339916783954749 0.0521990086257035
1.6000000000000008 0.1723860502243042 0.013286537490785122 0.1726016286036064 0.43317173388236074 -0.416367280350217 0.055768876889933004
1.6500000000000008 0.16221222281455994 0.012996039353311062 0.16375437128263234 0.40980213054969894 -0.43699185811168584 0.05820897149262951
1.7000000000000008 0.15201103687286377 0.012922966852784157 0.15560486330775333 0.3883357782086475 -0.4650282325619377 0.058867592132417296
1.7500000000000009 0.1453346610069275 0.01250755600631237 0.14807990367215648 0.3685683113188928 -0.48764172456048727 0.058243149105157675
